id,smiles,exp,pubchem_cid
guthrie_73674,s1ccc(S(=O)(=O)NC(=O)Nc2nc(nc(OC)n2)C)c1C(OC)=O,-15.66,73674
guthrie_73675,[Si](Cn1ncnc1)(C)(c1ccc(F)cc1)c1ccc(F)cc1,-6.09,73675
guthrie_74883,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,-1.78,74883
guthrie_76998,O([N+](=O)[O-])CCCCO[N+](=O)[O-],-4.9,76998
guthrie_77338,Clc1nc(nc(Cl)c1)-c1ccccc1,-4.58,77338
guthrie_81091,Clc1nc(nc(n1)NCC)NCC(OCC)=O,-11.02,81091
guthrie_83975,O=C1N(COC(=O)C2C(C)(C)C2C=C(C)C)C(=O)C2=C1CCCC2,-6.24,83975
guthrie_86102,Clc1ccc(cc1)CCC(O)(C(C)(C)C)Cn1ncnc1,-9.96,86102
guthrie_86138,Clc1ccc(cc1)CCC(C#N)(Cn1ncnc1)c1ccccc1,-7.46,86138
guthrie_86173,Clc1cc(Oc2ccc(Cl)cc2)ccc1C1(OC(CO1)C)Cn1ncnc1,-11.22,86173
guthrie_86268,Clc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2Cl)cc1C(F)(F)F,-10.49,86268
guthrie_86296,n1c(cc(nc1Nc1ccccc1)C)C#CC,-6.37,86296
guthrie_86315,Clc1cc(F)c(Oc2ccc(OC(C(O)=O)C)cc2)nc1,-8.9,86315
guthrie_86354,Clc1c(n(nc1CC)C)C(=O)NCc1ccc(cc1)C(C)(C)C,-7.07,86354
guthrie_86356,O(CCc1ccc(cc1)C(C)(C)C)c1ncnc2c1cccc2,-7.02,86356
guthrie_86398,FC1(F)Oc2c(O1)cccc2-c1c[nH]cc1C#N,-10.02,86398
guthrie_86417,Clc1cc(Cl)ccc1N1C(=O)c2cc(F)ccc2N=C1n1ncnc1,-12.3,86417
guthrie_86418,Clc1ncc(cc1)CN2C(=NCC2)NN(=O)=O,-14.19,86418
guthrie_86438,O(Cc1ccccc1C(=NOC)C(OC)=O)c1ccccc1C,-9.33,86438
guthrie_88916,s1c(C(=O)Nc2ccccc2)c(nc1C)C,-12.8,88916
guthrie_89299,O([N+](=O)[O-])CC(O)C,-7.11,89299
guthrie_89300,O([N+](=O)[O-])C(CO)C,-7.16,89300
guthrie_89393,O([N+](=O)[O-])C(CC)CO[N+](=O)[O-],-3.69,89393
guthrie_89563,O(N(=O)(=O))C(CCC)C,-1.51,89563
guthrie_90590,o1ccc(C(=O)Nc2ccccc2)c1C,-10.63,90590
guthrie_91612,Clc1cc(NC(=O)N(C)C)ccc1N1N=C(OC1=O)C(C)(C)C,-8.28,91612
guthrie_91644,ClCC(=O)N(CCOCCC)c1c(cccc1CC)CC,-8.84,91644
guthrie_91650,n1c(cc(nc1Nc1ccccc1)C)C,-7.97,91650
guthrie_91656,O(C(n1ncnc1)C(O)C(C)(C)C)c1ccc(cc1)-c1ccccc1,-10.32,91656
guthrie_91664,Clc1cc(cc(Cl)c1OP(=S)(OC)OC)C,-2.23,91664
guthrie_91665,O=C1N2CCc3c2c(CC1)ccc3,-11.67,91665
guthrie_91679,S(C(C)(C)c1ccccc1)C(=O)N1CCCCC1,-7.59,91679
guthrie_91686,ClC1(Cl)CC1(C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O)c1ccc(OCC)cc1,-7.29,91686
guthrie_91687,Clc1ccc(N(C(C)C)C(=O)CSP(=S)(OC)OC)cc1,-6.38,91687
guthrie_91689,S(CC)C1=NN=C(C(C)(C)C)C(=O)N1N,-7.77,91689
guthrie_91693,Clc1cc(Cl)ccc1C(CCC)Cn1ncnc1,-8.82,91693
guthrie_91694,N1(CCCCC1)CC(Cc1ccc(cc1)C(C)(C)C)C,-7.07,91694
guthrie_91699,Clc1cc(C(F)(F)F)c(N=C(n2ccnc2)COCCC)cc1,-14.76,91699
guthrie_91716,s1c2c(nc1OCC(=O)N(C)c1ccccc1)cccc2,-4.89,91716
guthrie_91724,Clc1c(cccc1Cl)-c1c[nH]cc1C#N,-10.5,91724
guthrie_91726,O1CCOC1CON=C(C#N)c1ccccc1,-7.66,91726
guthrie_91727,Fc1ccccc1C(O)(Cn1ncnc1)c1ccc(F)cc1,-12.87,91727
guthrie_91734,Clc1c(F)c(NC(=O)NC(=O)c2c(F)cccc2F)cc(Cl)c1F,-11.18,91734
guthrie_91735,Fc1cc(F)ccc1NC(=O)c1cccnc1Oc1cc(ccc1)C(F)(F)F,-5.0,91735
guthrie_91740,S(Cc1ccccc1)C(=O)N(C(C(C)C)C)CC,-4.98,91740
guthrie_91741,Clc1cc(NC(=O)NC(=O)c2c(F)cccc2F)cc(Cl)c1OC(F)(F)C(F)F,-4.63,91741
guthrie_91742,O(CC)c1cc(NC(OC(C)C)=O)ccc1OCC,-5.78,91742
guthrie_91743,Clc1cc(cnc1Oc1ccc(OC(C(OCCOCC)=O)C)cc1)C(F)(F)F,-9.76,91743
guthrie_91747,Clc1ccc(cc1)C(=NOCC1OCCO1)C(F)(F)F,-7.9,91747
guthrie_91752,S(P(SC(CC)C)(OCC)=O)C(CC)C,-5.84,91752
guthrie_91754,CC(C)(C)n1ncc(c(c1=O)Cl)SCc2ccc(cc2)C(C)(C)C,-4.68,91754
guthrie_91756,S(=O)(=O)(NC(=O)Nc1nc(nc(OCC)n1)NC)c1ccccc1C(OC)=O,-15.84,91756
guthrie_91757,S(C(=O)c1c(CC(C)C)c(C(SC)=O)c(nc1C(F)(F)F)C(F)F)C,-5.75,91757
guthrie_91760,Clc1cc(S(=O)(=O)C)ccc1C(=O)C1C(=O)CCCC1=O,-11.43,91760
guthrie_91763,Clc1nn(C)c(S(=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2)c1C(OC)=O,-16.04,91763
guthrie_91766,Clc1cc(ccc1Oc1cc(F)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1)C(F)(F)F,-13.16,91766
guthrie_91771,Brc1ccc(cc1)-c1ccc(cc1)C1CC(c2c(C1)cccc2)C=1C(Sc2c(cccc2)C=1O)=O,-5.99,91771
guthrie_91776,S1CCN=C1c1c(CC(C)C)c(C(OC)=O)c(nc1C(F)(F)F)C(F)F,-6.37,91776
guthrie_92304,Clc1cc(Cl)ccc1OP(Oc1ccc(Cl)cc1Cl)(OCC)=O,-2.45,92304
guthrie_92383,Clc1cc(Cl)ccc1C(=O)c1c(nn(C)c1OCC(=O)c1ccccc1)C,-11.01,92383
guthrie_92389,Clc1c(N)c([N+](=O)[O-])ccc1Oc1ccccc1,-14.22,92389
guthrie_92401,Clc1cc(C(O)c2ccccc2)c(NC(=O)c2ccncc2)cc1,-6.93,92401
guthrie_92420,S(=O)(=O)(NC(=O)Nc1nc(OC)nc(OC)n1)c1ccccc1OCCOC,-16.43,92420
guthrie_92421,O=C1CC(CC(=O)C1=C(O)C1CC1)C(OCC)=O,-10.185,92421
guthrie_92425,Fc1cc2OCC(=O)N(c2cc1N1C(=O)C2=C(CCCC2)C1=O)CC#C,-6.27,92425
guthrie_92430,[Si](CCCc1cc(Oc2ccccc2)c(F)cc1)(C)(C)c1ccc(OCC)cc1,-4.61,92430
guthrie_93031,O([N+](=O)[O-])C(C(O[N+](=O)[O-])C)C,-3.39,93031
guthrie_93200,ClCC[Si](OCCOC)(OCCOC)OCCOC,-9.36,93200
guthrie_93365,O1[C@@H](CN(C[C@@H]1C)CC(Cc2ccc(cc2)C(C)(C)C)C)C,-5.51,93365
guthrie_93422,Clc1cc2[n+]([O-])nc(nc2cc1)-n1ccnc1,-16.79,93422
guthrie_93460,Clc1ccc(-n2ncc(OP(SCCC)(OCC)=O)c2)cc1,-11.12,93460
guthrie_93483,Clc1cc(Cl)ccc1N=C(SCc1ccc(Cl)cc1)Cn1ncnc1,-11.04,93483
guthrie_93486,S=C(Oc1cc(ccc1)C(C)(C)C)N(C)c1nc(OC)ccc1,-5.43,93486
guthrie_93488,n1c(cc(nc1NN=C(C)c1ccccc1C)C)C,-11.72,93488
guthrie_93516,S=P(Oc1cnc(nc1)C(C)(C)C)(OC(C)C)OCC,-5.52,93516
guthrie_93532,o1cccc1CN(C(CC)C(OCCCC=C)=O)C(=O)n1ccnc1,-9.14,93532
guthrie_93539,S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1ncccc1C(F)(F)F,-10.09,93539
guthrie_93542,Clc1cc(F)c(N=C2SC(=O)N3N2CCCC3)cc1SCC(OC)=O,-7.7,93542
guthrie_94654,O=C1NC(=NC1(C(C)C)C)c1ccc(cc1C(OC)=O)C,-13.53,94654
guthrie_94686,Clc1c(C)c(Cl)ccc1C(=O)c1c(nn(C)c1OCC(=O)c1ccc(cc1)C)C,-5.15,94686
guthrie_104926,ClC(Cl)=CC1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)c(F)cc1)=O,-5.09,104926
guthrie_137942,O([N+](=O)[O-])CCCCCO[N+](=O)[O-],-4.73,137942
guthrie_188653,O1C2(CCC1(CC2OCc1ccccc1C)C(C)C)C,-6.49,188653
guthrie_439250,C1C[C@@H](CC=C1C)C(C)=C,0.09,439250
guthrie_440917,C1C[C@H](CC=C1C)C(C)=C,0.08,440917
guthrie_443161,C1C[C@@H](C=CC1=C)C(C)C,0.48,443161
guthrie_520198,O([N+](=O)[O-])C(CC(O[N+](=O)[O-])C)C,-3.605,520198
guthrie_571084,Clc1ccc(OC)c(C(OC(=O)c2ccccc2)=NOCC)c1OC,-7.73,571084
guthrie_616765,Clc1ccc(cc1)CC(n1ncnc1)C(O)C(C)(C)C,-11.56,616765
guthrie_637564,O=C\C=C\C=C\C,-4.64,637564
guthrie_639662,C\C=C\CCCC,1.65,639662
guthrie_780355,Clc1cc(N2C(=O)[C@@](OC2=O)(C=C)C)cc(Cl)c1,-8.55,780355
guthrie_2734819,Clc1cccc(Cl)c1C(=S)N,-10.84,2734819
guthrie_3032472,S(C)c1nc(nc(n1)N=[N+]=[N-])NC(C)C,-8.67,3032472
guthrie_3033865,Clc1cc(Cl)ccc1-n1nc(nc1C(Cl)(Cl)Cl)C(OCC)=O,-6.57,3033865
guthrie_3034378,S(Oc1cc2c(OCC2(C)C)cc1)(=O)(=O)CC,-7.65,3034378
guthrie_3034380,S=C(Nc1c(cc(Oc2ccccc2)cc1C(C)C)C(C)C)NC(C)(C)C,-8.41,3034380
guthrie_3064581,S=P(OCC)(OCC)N(CC(=O)N(CCC)CCC)CC,-7.86,3064581
guthrie_3650359,O([N+](=O)[O-])CCCCCCO[N+](=O)[O-],-4.87,3650359
guthrie_4560140,Clc1ccc(cc1)C1SC(=O)N(C(=O)NC2CCCCC2)C1C,-8.28,4560140
guthrie_5281875,FC(F)(F)c1ccc(cc1)\C=C\C(=NN=C1NCC(CN1)(C)C)\C=C\c1ccc(cc1)C(F)(F)F,-5.53,5281875
guthrie_5283324,O=C\C=C\CCCCC,-3.45,5283324
guthrie_5371562,P(OC)(OC)(O\C(=C\C(=O)NC)\C)=O,-12.39,5371562
guthrie_5372405,S=P(OC)(O\C(=C\C(OC(C)C)=O)\C)NCC,-7.79,5372405
guthrie_6434488,O(C(=O)C1C(C)(C)C1C=C(C)C)C(\C(=C\CC)\C)C#C,-3.27,6434488
guthrie_9809914,BrC(C(Br)(Br)Br)C1C(C)(C)C1C(OC(C#N)c1cc(Oc2ccccc2)ccc1)=O,-18.01,9809914
guthrie_9839306,O(C(=O)C1C(C)(C)C1C=C(C)C)C1CC(=O)C(CC#C)=C1C,-5.7,9839306
guthrie_10130703,O([N+](=O)[O-])CCCCCCCO[N+](=O)[O-],-4.72,10130703
guthrie_10243180,O([N+](=O)[O-])CCCCCCCCO[N+](=O)[O-],-4.48,10243180
guthrie_10342051,Clc1ccc(cc1)[C@H](C(C)C)C(O[C@H](C#N)c1cc(Oc2ccccc2)ccc1)=O,-5.34,10342051
guthrie_10445500,O([N+](=O)[O-])CCCCCCCCCCO[N+](=O)[O-],-4.12,10445500
guthrie_12303035,ClC=1[C@]2(Cl)[C@@H]3[C@@H](C[C@@H](Cl)[C@H]3Cl)[C@](Cl)(C=1Cl)C2(Cl)Cl,-3.63,12303035
guthrie_12309466,ClC12[C@H]3[C@H](COS(OC3)=O)C(Cl)(C1(Cl)Cl)C(Cl)=C2Cl,-5.9133,12309466
guthrie_12767955,o1cccc1C(=O)N([C@@H](C(OC)=O)C)c1c(cccc1C)C,-10.14,12767955
guthrie_12963416,Brc1cc(Cl)c(OC)c(Cl)c1,-2.12,12963416
guthrie_13399558,Brc1c(OC)c(Br)ccc1Br,-1.57,13399558
guthrie_13453985,S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1[nH]ncc1C(OCC)=O,-9.24,13453985
guthrie_14088492,O([N+](=O)[O-])C1CCCCC1O[N+](=O)[O-],-4.26,14088492
guthrie_14152665,O1c2c(ccc(Oc3ccc(NC(=O)N(OC)C)cc3)c2)C(CC1(OC)C)(C)C,-4.09,14152665
guthrie_14486914,O([N+](=O)[O-])C(CCCC)CO[N+](=O)[O-],-3.25,14486914
guthrie_14517037,Clc1ccc(Oc2cc(ccc2)COC[C@H](C(F)(F)F)c2ccc(OCC)cc2)cc1,-6.84,14517037
guthrie_15415132,O([N+](=O)[O-])C(CCCCO[N+](=O)[O-])C,-3.86,15415132
guthrie_17087326,Brc1cc(Cl)cc(Cl)c1OC,-1.84,17087326
guthrie_20056438,O(c1cccc(C(=NOC)C)c1C(OC)=O)c1nc(OC)cc(OC)n1,-9.72,20056438
guthrie_20143854,ClCC(=O)N(COCC)c1c(cccc1C)C,-15.92,20143854
guthrie_23273735,O([N+](=O)[O-])C(CCCO[N+](=O)[O-])C,-4.07,23273735
guthrie_23273899,O([N+](=O)[O-])C1CC(O[N+](=O)[O-])CCC1,-4.4,23273899
guthrie_23273903,O([N+](=O)[O-])C(CCC(O[N+](=O)[O-])C)C,-3.95,23273903
guthrie_23274096,O([N+](=O)[O-])C1CCCCCC1O[N+](=O)[O-],-4.58,23274096
guthrie_23274367,O([N+](=O)[O-])C(CCCCCC)CO[N+](=O)[O-],-2.88,23274367
guthrie_23369115,O([N+](=O)[O-])C(CCCCCCCC)CO[N+](=O)[O-],-2.3,23369115
guthrie_24693218,Brc1cc(Cl)cc(Br)c1OC,-2.43,24693218
guthrie_24983781,S1c2c(SC(C#N)=C1C#N)c(O)c1c(cccc1)c2O,-6.56,24983781
guthrie_40490638,FC(F)Oc1ccc(cc1)[C@@H](C(C)C)C(O[C@@H](C#N)c1cc(Oc2ccccc2)ccc1)=O,-8.07,40490638
guthrie_54678486,O=c1oc2ccccc2c(c1C(c3ccccc3)CC(=O)C)O,-1.61,54678486
guthrie_54680085,Brc1ccc(cc1)-c1ccc(cc1)C(O)CC(C=1C(Oc2c(cccc2)C=1O)=O)c1ccccc1,-10.44,54680085
guthrie_54698175,FC(F)(F)c1ccc(cc1)COc1ccc(cc1)C1CC(c2c(C1)cccc2)C=1C(Oc2c(cccc2)C=1O)=O,-14.45,54698175
guthrie_60015509,O([N+](=O)[O-])C(CCC)CO[N+](=O)[O-],-3.43,60015509
guthrie_66874082,O=C(NC)c1cc(cc(C)c1C)C,-6.88,66874082
guthrie_66954155,Brc1ccc(Cl)c(OC)c1Cl,-2.01,66954155
guthrie_67517846,Clc1ccc(cc1)C(O)(CCC1CC1)Cn1ncnc1,-10.28,67517846
guthrie_71353487,Brc1c(OC)c(Cl)ccc1Cl,-1.8,71353487
guthrie_91086001,Brc1c(OC)c(Br)ccc1Cl,-1.73,91086001
guthrie_135424353,Oc1nc(nc(C)c1CCCC)N(C)C,-9.56,135424353
guthrie_135424354,Oc1nc(nc(C)c1CCCC)NCC,-9.49,135424354
guthrie_135503327,S(C(CC1CC(=O)C(C(=NOCC)CCC)=C(O)C1)C)CC,-12.56,135503327
guthrie_136149339,Clc1cc(Cl)c(NS(=O)(=O)C)cc1N1N=C(NC1=O)C,-13.3,136149339
guthrie_166713026,Clc1cc2ncc(Oc3ccc(OCC(OCCON=C(C)C)=O)cc3)nc2cc1,-12.19,166713026
