fold,mol_id,train_pool_size,best_sim_vs_train,isolated_lt_022,isolated_lt_030,best_sim_vs_642_universe,structurally_isolated_lt_022,structurally_isolated_lt_030
3,mobley_7578802,412,0.4286,0,0,0.4286,0,0
3,mobley_7608435,412,0.95,0,0,0.95,0,0
3,mobley_5561855,412,0.75,0,0,0.75,0,0
3,mobley_9624458,412,0.75,0,0,0.75,0,0
3,mobley_3398536,412,0.375,0,0,0.4286,0,0
3,mobley_1855337,412,0.5385,0,0,0.5385,0,0
3,mobley_7599023,412,0.375,0,0,0.5833,0,0
3,mobley_4494568,412,0.6154,0,0,0.6154,0,0
3,mobley_3762186,412,0.5,0,0,0.5,0,0
3,mobley_2859600,412,0.3333,0,0,0.4737,0,0
3,mobley_525934,412,0.2857,0,1,0.2857,0,1
3,mobley_5347550,412,0.35,0,0,0.35,0,0
3,mobley_2996632,412,0.5,0,0,0.5,0,0
3,mobley_9942801,412,0.55,0,0,0.55,0,0
3,mobley_4364398,412,0.25,0,1,0.2857,0,1
3,mobley_1424265,412,0.6111,0,0,0.6111,0,0
3,mobley_8127829,412,0.5238,0,0,0.5789,0,0
3,mobley_1107178,412,0.4286,0,0,0.5556,0,0
3,mobley_6474572,412,0.375,0,0,0.375,0,0
3,mobley_1615431,412,0.4545,0,0,0.4545,0,0
3,mobley_210639,412,0.5714,0,0,0.5714,0,0
3,mobley_2802855,412,0.7692,0,0,0.7692,0,0
3,mobley_8772587,412,0.7692,0,0,0.7692,0,0
3,mobley_9121449,412,0.4375,0,0,0.5,0,0
3,mobley_2178600,412,0.9231,0,0,0.9231,0,0
3,mobley_430089,412,0.625,0,0,0.625,0,0
3,mobley_5952846,412,0.375,0,0,0.375,0,0
3,mobley_4759887,412,1.0,0,0,1.0,0,0
3,mobley_8685905,412,0.4545,0,0,0.5,0,0
3,mobley_6571751,412,0.2273,0,1,0.2632,0,1
3,mobley_9246215,412,0.4545,0,0,0.4545,0,0
3,mobley_299266,412,0.4545,0,0,0.625,0,0
3,mobley_778352,412,0.3077,0,0,0.3077,0,0
3,mobley_4715906,412,0.5385,0,0,0.5385,0,0
3,mobley_9100956,412,0.9091,0,0,0.9091,0,0
3,mobley_9197172,412,1.0,0,0,1.0,0,0
3,mobley_9139060,412,0.6364,0,0,0.6364,0,0
3,mobley_1803862,412,0.5,0,0,0.5455,0,0
3,mobley_5935995,412,0.5455,0,0,0.5455,0,0
3,mobley_8614858,412,1.0,0,0,1.0,0,0
3,mobley_1139153,412,0.4444,0,0,0.4444,0,0
3,mobley_676247,412,0.4286,0,0,0.4286,0,0
4,mobley_4039055,412,0.52,0,0,0.52,0,0
4,mobley_4338603,412,0.3684,0,0,0.3684,0,0
4,mobley_7378987,412,0.1739,1,1,0.1765,1,1
4,mobley_5600967,412,0.5926,0,0,0.5926,0,0
4,mobley_8207196,412,0.4242,0,0,0.4242,0,0
4,mobley_1963873,412,0.4545,0,0,0.4545,0,0
4,mobley_2725802,412,0.3125,0,0,0.3125,0,0
4,mobley_7735340,412,0.2353,0,1,0.2353,0,1
4,mobley_7688753,412,0.5,0,0,0.5,0,0
4,mobley_8427539,412,0.5,0,0,0.5,0,0
4,mobley_7261305,412,0.25,0,1,0.25,0,1
4,mobley_6861308,412,0.4643,0,0,0.4643,0,0
4,mobley_7912193,412,0.7931,0,0,0.7931,0,0
4,mobley_5499659,412,0.3158,0,0,0.3158,0,0
4,mobley_3663158,412,0.5,0,0,0.5,0,0
4,mobley_2771569,412,0.4118,0,0,0.5,0,0
4,mobley_6794076,412,0.5455,0,0,0.5455,0,0
4,mobley_5282042,412,0.303,0,0,0.303,0,0
4,mobley_3843583,412,0.5263,0,0,0.5263,0,0
4,mobley_7066554,412,0.45,0,0,0.6154,0,0
4,mobley_1328936,412,0.5625,0,0,0.5625,0,0
4,mobley_9281946,412,0.6857,0,0,0.6857,0,0
4,mobley_8057732,412,0.6111,0,0,0.6111,0,0
4,mobley_1849020,412,0.5312,0,0,0.5312,0,0
4,mobley_6688723,412,0.4483,0,0,0.4483,0,0
4,mobley_8558116,412,0.4118,0,0,0.5,0,0
4,mobley_1735893,412,0.8235,0,0,0.8235,0,0
4,mobley_2925352,412,0.6154,0,0,0.6154,0,0
4,mobley_5026370,412,0.5,0,0,0.5,0,0
4,mobley_3144334,412,0.619,0,0,0.619,0,0
4,mobley_1733799,412,0.4444,0,0,0.6154,0,0
4,mobley_5747981,412,0.381,0,0,0.4444,0,0
4,mobley_2126135,412,0.5217,0,0,0.5217,0,0
4,mobley_8899867,412,0.9091,0,0,0.9091,0,0
4,mobley_7010316,412,1.0,0,0,1.0,0,0
4,mobley_7200804,412,0.4286,0,0,0.4286,0,0
4,mobley_2371092,412,0.45,0,0,0.45,0,0
4,mobley_5760563,412,0.5385,0,0,0.5385,0,0
4,mobley_8118832,412,0.4167,0,0,0.4167,0,0
4,mobley_3169935,412,0.4286,0,0,0.5625,0,0
4,mobley_313406,412,0.5556,0,0,0.5833,0,0
4,mobley_2636578,412,0.75,0,0,0.75,0,0
4,mobley_6303022,412,0.5,0,0,0.5,0,0
4,mobley_349850,412,0.5714,0,0,0.5714,0,0
4,mobley_1903702,412,0.5385,0,0,0.5385,0,0
4,mobley_3589456,412,0.381,0,0,0.4444,0,0
4,mobley_1178614,412,0.4286,0,0,0.5625,0,0
4,mobley_2410897,412,0.4286,0,0,0.5556,0,0
4,mobley_9838013,412,0.5333,0,0,0.5333,0,0
4,mobley_667278,412,0.5385,0,0,0.5769,0,0
4,mobley_9185328,412,0.5385,0,0,0.5833,0,0
4,mobley_3006808,412,0.3,0,1,0.3846,0,0
4,mobley_9733743,412,0.7692,0,0,0.7692,0,0
4,mobley_9979854,412,1.0,0,0,1.0,0,0
4,mobley_2451097,412,0.5,0,0,0.5,0,0
4,mobley_8426916,412,0.3333,0,0,0.3846,0,0
4,mobley_3969312,412,0.5,0,0,0.5,0,0
4,mobley_8883511,412,0.5,0,0,0.5,0,0
4,mobley_3378420,412,1.0,0,0,1.0,0,0
4,mobley_2844990,412,0.5667,0,0,0.6897,0,0
4,mobley_2972345,412,0.6667,0,0,0.6667,0,0
4,mobley_2792521,412,0.6667,0,0,0.6667,0,0
4,mobley_8221999,412,0.625,0,0,0.625,0,0
4,mobley_1469079,412,0.6522,0,0,0.7222,0,0
4,mobley_7829570,412,0.7436,0,0,0.7436,0,0
4,mobley_5326154,412,0.3889,0,0,0.44,0,0
4,mobley_2845466,412,0.6316,0,0,0.7222,0,0
4,mobley_3686115,412,0.3333,0,0,0.3333,0,0
4,mobley_8705848,412,0.3333,0,0,0.3333,0,0
4,mobley_3269819,412,0.625,0,0,0.6667,0,0
4,mobley_3395921,412,0.3333,0,0,0.8889,0,0
4,mobley_1034539,412,0.5926,0,0,0.6667,0,0
4,mobley_3083321,412,0.4545,0,0,0.4545,0,0
4,mobley_9407874,412,1.0,0,0,1.0,0,0
4,mobley_1235151,412,0.6316,0,0,0.8333,0,0
4,mobley_547634,412,0.6,0,0,0.6,0,0
4,mobley_9717937,412,0.52,0,0,0.5833,0,0
4,mobley_2364370,412,0.85,0,0,0.85,0,0
4,mobley_5520946,412,0.4286,0,0,0.4286,0,0
4,mobley_664966,412,0.25,0,1,0.4286,0,0
4,mobley_5665561,412,0.5417,0,0,0.5417,0,0
4,mobley_5890803,412,0.6667,0,0,0.6818,0,0
4,mobley_6190089,412,0.375,0,0,0.5,0,0
4,mobley_5286200,412,0.5833,0,0,0.75,0,0
4,mobley_2607611,412,0.95,0,0,0.95,0,0
4,mobley_9794857,412,0.3333,0,0,0.5455,0,0
4,mobley_3572203,412,0.625,0,0,0.6818,0,0
4,mobley_6854178,412,0.381,0,0,0.381,0,0
4,mobley_7768165,412,0.4444,0,0,0.4444,0,0
4,mobley_2881590,412,0.4762,0,0,0.625,0,0
4,mobley_6456034,412,0.619,0,0,0.619,0,0
4,mobley_9073553,412,0.5,0,0,0.5,0,0
4,mobley_5094777,412,0.4211,0,0,0.5,0,0
4,mobley_9705941,412,0.3158,0,0,0.3158,0,0
4,mobley_6843802,412,0.4138,0,0,0.4138,0,0
4,mobley_3746675,412,0.5238,0,0,0.5789,0,0
4,mobley_4465023,412,1.0,0,0,1.0,0,0
4,mobley_7608462,412,0.5333,0,0,0.5833,0,0
4,mobley_4553008,412,0.4667,0,0,0.6154,0,0
4,mobley_3053621,412,0.3333,0,0,0.3333,0,0
4,mobley_3183805,412,0.55,0,0,0.55,0,0
4,mobley_8983100,412,0.2857,0,1,0.2857,0,1
4,mobley_2681549,412,0.5385,0,0,0.5385,0,0
4,mobley_1929982,412,0.0769,1,1,0.0,1,1
4,mobley_7099614,412,0.4167,0,0,0.4167,0,0
4,mobley_1199854,412,0.5833,0,0,0.5833,0,0
4,mobley_2183616,412,0.5238,0,0,0.5238,0,0
4,mobley_1977493,412,0.5556,0,0,0.5833,0,0
4,mobley_3525176,412,0.85,0,0,0.95,0,0
4,mobley_8525830,412,0.9231,0,0,0.9231,0,0
4,mobley_588781,412,0.8095,0,0,0.95,0,0
4,mobley_8191186,412,0.4167,0,0,0.4167,0,0
4,mobley_3211679,412,0.2222,0,1,0.7778,0,0
4,mobley_1674094,412,0.8125,0,0,0.8125,0,0
4,mobley_9015240,412,0.9231,0,0,1.0,0,0
4,mobley_8765203,412,0.4167,0,0,0.4545,0,0
4,mobley_5690766,412,0.4667,0,0,0.5385,0,0
4,mobley_8006582,412,1.0,0,0,1.0,0,0
4,mobley_303222,412,0.375,0,0,0.375,0,0
4,mobley_5852491,412,0.9091,0,0,0.9091,0,0
4,mobley_1838110,412,0.3333,0,0,0.3333,0,0
4,mobley_9055303,412,0.0,1,1,0.0,1,1
4,mobley_6416775,412,0.65,0,0,0.65,0,0
4,mobley_6812653,412,0.875,0,0,0.875,0,0
4,mobley_8668219,412,0.4615,0,0,0.4615,0,0
4,mobley_9883303,412,0.6471,0,0,0.6471,0,0
4,mobley_5494918,412,0.25,0,1,0.25,0,1
4,mobley_4375719,412,1.0,0,0,1.0,0,0
