mol_id,atom_idx,P_seed42,P_seed123,P_seed7,P_seed2024,P_seed999
mobley_2492140,4,-0.088313,-0.088317,-0.088388,-0.088182,-0.088550
mobley_2492140,5,-0.071602,-0.071623,-0.071575,-0.071356,-0.071783
mobley_2492140,6,-0.071602,-0.071623,-0.071575,-0.071356,-0.071783
mobley_2492140,7,-0.114936,-0.115285,-0.114692,-0.114785,-0.114960
mobley_2493732,0,-0.315623,-0.316602,-0.312589,-0.321034,-0.316527
mobley_2493732,1,-0.593017,-0.594664,-0.591876,-0.593421,-0.592971
mobley_2493732,2,-0.088308,-0.088217,-0.088154,-0.088063,-0.088316
mobley_2493732,3,-0.088308,-0.088217,-0.088154,-0.088063,-0.088316
mobley_2493732,4,-0.123790,-0.123936,-0.123300,-0.123533,-0.123545
mobley_2493732,5,-0.123790,-0.123936,-0.123300,-0.123533,-0.123545
mobley_2501588,0,1.010234,1.021731,1.036269,1.016894,1.028019
mobley_2501588,1,1.275161,1.294504,1.342834,1.327087,1.336893
mobley_2501588,2,0.120307,0.130668,0.100666,0.105501,0.091906
mobley_2501588,3,-3.724674,-3.730249,-3.747315,-3.730689,-3.738190
mobley_2501588,4,-0.232177,-0.242477,-0.244724,-0.245731,-0.245794
mobley_2501588,5,0.315240,0.328814,0.327168,0.329602,0.321383
mobley_2501588,6,2.494278,2.515901,2.562218,2.496088,2.524828
mobley_2501588,7,1.840479,1.869731,1.897168,1.858707,1.868123
mobley_2501588,8,-1.041621,-1.058257,-1.069872,-1.059323,-1.060412
mobley_2501588,9,-0.184390,-0.187663,-0.178415,-0.183275,-0.173718
mobley_2501588,10,0.656677,0.682968,0.670596,0.665061,0.660265
mobley_2501588,11,-0.177954,-0.176585,-0.145374,-0.162590,-0.142454
mobley_2501588,12,0.808978,0.841473,0.824926,0.822317,0.813041
mobley_2501588,13,0.222440,0.223870,0.259840,0.243911,0.263757
mobley_2501588,14,3.411016,3.365019,3.445649,3.320101,3.390104
mobley_2501588,15,-1.790780,-1.790880,-1.788713,-1.790044,-1.789429
mobley_2501588,16,-1.788364,-1.788400,-1.786028,-1.787375,-1.786788
mobley_2501588,17,-0.374243,-0.369219,-0.385545,-0.380115,-0.382841
mobley_2501588,18,0.453229,0.452863,0.453332,0.453081,0.453363
mobley_2501588,19,0.453268,0.452901,0.453305,0.453102,0.453359
mobley_2501588,20,0.453438,0.453073,0.453562,0.453302,0.453590
mobley_2501588,21,2.383987,2.360276,2.384069,2.308416,2.335730
mobley_2501588,22,-1.790745,-1.791024,-1.789084,-1.790283,-1.789802
mobley_2501588,23,-1.784896,-1.784727,-1.781960,-1.783506,-1.782913
mobley_2501588,24,-0.150030,-0.149451,-0.151036,-0.149241,-0.149749
mobley_2501588,25,-0.150266,-0.149680,-0.151271,-0.149478,-0.149984
mobley_2501588,26,-0.152695,-0.152220,-0.153666,-0.151940,-0.152344
mobley_2501588,27,-0.408397,-0.405335,-0.416385,-0.408974,-0.411385
mobley_2501588,28,-0.399311,-0.395962,-0.407029,-0.399412,-0.402161
mobley_2501588,29,-0.390120,-0.386412,-0.391751,-0.385880,-0.385860
mobley_2501588,30,-0.374241,-0.370564,-0.375582,-0.369811,-0.369555
mobley_2501588,31,-0.370805,-0.367449,-0.369952,-0.364326,-0.363747
mobley_2501588,32,-0.410149,-0.406921,-0.410360,-0.404245,-0.403906
mobley_2501588,33,-0.764457,-0.764663,-0.784024,-0.769650,-0.774748
mobley_2501588,34,-0.269049,-0.270736,-0.272785,-0.269974,-0.269895
mobley_2501588,35,-0.258913,-0.260355,-0.262775,-0.259705,-0.259951
mobley_2501588,36,-0.314885,-0.315599,-0.317354,-0.313468,-0.312909
mobley_2501588,37,-0.314860,-0.315949,-0.318436,-0.314444,-0.314105
mobley_2501588,38,-0.132241,-0.132954,-0.132570,-0.131709,-0.131900
mobley_2501588,39,-0.131284,-0.131957,-0.131531,-0.130752,-0.130933
mobley_2517158,0,1.035252,1.047589,1.055646,1.041211,1.050701
mobley_2517158,1,0.809373,0.823994,0.824415,0.830140,0.832264
mobley_2517158,2,0.835940,0.851147,0.840472,0.846267,0.856593
mobley_2517158,3,0.952055,0.966491,0.965886,0.967054,0.983826
mobley_2517158,4,0.865685,0.879280,0.870488,0.876990,0.883294
mobley_2517158,5,0.978661,0.988775,0.996835,0.990406,1.000376
mobley_2517158,6,0.172951,0.182050,0.181730,0.176439,0.178511
mobley_2517158,7,-0.921474,-0.921066,-0.919835,-0.919771,-0.920166
mobley_2517158,8,-0.154193,-0.153693,-0.155267,-0.153480,-0.153952
mobley_2517158,9,-0.148099,-0.147587,-0.149082,-0.147350,-0.147822
mobley_2517158,10,-0.148106,-0.147594,-0.149089,-0.147357,-0.147829
mobley_2517158,11,-0.383958,-0.381701,-0.393997,-0.387032,-0.390584
mobley_2517158,12,-0.384183,-0.381929,-0.394234,-0.387267,-0.390821
mobley_2517158,13,-0.485829,-0.483273,-0.497203,-0.489324,-0.492793
mobley_2517158,14,-0.485665,-0.483105,-0.497018,-0.489148,-0.492608
mobley_2517158,15,-0.527819,-0.525051,-0.540891,-0.531919,-0.536140
mobley_2517158,16,-0.524268,-0.521478,-0.537216,-0.528277,-0.532501
mobley_2517158,17,-0.426245,-0.423874,-0.434891,-0.428003,-0.430615
mobley_2517158,18,-0.432454,-0.430195,-0.441477,-0.434496,-0.437084
mobley_2517158,19,-0.268969,-0.267548,-0.274512,-0.269714,-0.271904
mobley_2517158,20,-0.263152,-0.261675,-0.268390,-0.263676,-0.265895
mobley_2517158,21,-0.101924,-0.102254,-0.101605,-0.101690,-0.101655
mobley_2517158,22,-0.101917,-0.102274,-0.101600,-0.101692,-0.101681
mobley_2518989,0,0.708692,0.708069,0.733204,0.708533,0.722874
mobley_2518989,1,0.332254,0.325553,0.337474,0.331754,0.335757
mobley_2518989,2,-1.808832,-1.808888,-1.806806,-1.806916,-1.806784
mobley_2518989,3,0.590258,0.590017,0.590642,0.590962,0.590713
mobley_2518989,4,-0.387913,-0.388423,-0.386590,-0.387087,-0.385004
mobley_2518989,5,-1.791495,-1.791242,-1.789125,-1.789637,-1.789564
mobley_2518989,6,0.321135,0.316627,0.322073,0.317578,0.317280
mobley_2518989,7,0.611694,0.610842,0.632313,0.609872,0.624225
mobley_2518989,8,-0.358826,-0.358256,-0.358542,-0.357826,-0.359836
mobley_2518989,9,-0.361510,-0.357567,-0.364094,-0.366159,-0.364674
mobley_2518989,10,0.174816,0.165482,0.188614,0.171085,0.180180
mobley_2518989,11,-0.028664,-0.028906,-0.028886,-0.028529,-0.029333
mobley_2518989,12,-2.676762,-2.679963,-2.676543,-2.675968,-2.676541
mobley_2518989,13,-0.093139,-0.111465,-0.253491,-0.197427,-0.261396
mobley_2518989,14,-1.868790,-1.869422,-1.868833,-1.868626,-1.868641
mobley_2518989,15,-0.160061,-0.142770,-0.066427,-0.112235,-0.062405
mobley_2518989,16,-0.192361,-0.184409,-0.212725,-0.199388,-0.214557
mobley_2518989,17,-0.215540,-0.214082,-0.212208,-0.214576,-0.209964
mobley_2518989,18,-0.224541,-0.223326,-0.221723,-0.223951,-0.219377
mobley_2518989,19,-0.130021,-0.119944,-0.146318,-0.134113,-0.148994
mobley_2518989,20,-0.080714,-0.061400,0.024453,-0.026191,0.028974
mobley_2518989,21,-0.428144,-0.442517,-0.505836,-0.491023,-0.506962
mobley_2518989,22,-1.864899,-1.865517,-1.864867,-1.864864,-1.864771
mobley_2518989,23,-0.133046,-0.132581,-0.133536,-0.132158,-0.132471
mobley_2518989,24,-0.131319,-0.130900,-0.131799,-0.130445,-0.130755
mobley_2518989,25,-0.132512,-0.132143,-0.132990,-0.131704,-0.131964
mobley_2518989,26,-0.170435,-0.169374,-0.170839,-0.169075,-0.168828
mobley_2518989,27,-0.169692,-0.168671,-0.170056,-0.168311,-0.168007
mobley_2518989,28,-0.164267,-0.163220,-0.164325,-0.162611,-0.162246
mobley_2518989,29,-0.169628,-0.168516,-0.169759,-0.167927,-0.167577
mobley_2518989,30,-0.132202,-0.131714,-0.132690,-0.131300,-0.131644
mobley_2518989,31,-0.132072,-0.131691,-0.132468,-0.131205,-0.131442
mobley_2518989,32,-0.131809,-0.131348,-0.132232,-0.130865,-0.131171
mobley_2518989,33,-0.145123,-0.144666,-0.144677,-0.143537,-0.143672
mobley_2518989,34,-0.117040,-0.116849,-0.116281,-0.115990,-0.115740
mobley_2518989,35,-0.117158,-0.116929,-0.116684,-0.116319,-0.116414
mobley_2518989,36,-0.120184,-0.120669,-0.120336,-0.119868,-0.120089
mobley_2518989,37,-0.113991,-0.114438,-0.114066,-0.113781,-0.113960
mobley_2518989,38,-0.113980,-0.114428,-0.114054,-0.113771,-0.113949
mobley_2518989,39,-0.120253,-0.120752,-0.120403,-0.119934,-0.120145
mobley_2523689,0,-0.113912,-0.109959,-0.104243,-0.110204,-0.103256
mobley_2523689,1,-0.197830,-0.196465,-0.195080,-0.196449,-0.194187
mobley_2523689,2,-0.100247,-0.093395,-0.091872,-0.093877,-0.092643
mobley_2523689,3,-0.427165,-0.429290,-0.424599,-0.426724,-0.425316
mobley_2523689,4,0.027283,0.036431,0.057964,0.044988,0.056825
mobley_2523689,5,-0.200697,-0.198245,-0.199357,-0.199119,-0.198715
mobley_2523689,6,-2.724502,-2.725202,-2.726403,-2.722897,-2.725127
mobley_2523689,7,-0.523166,-0.527389,-0.528267,-0.528435,-0.527857
mobley_2523689,8,-1.865367,-1.866011,-1.865301,-1.865439,-1.865222
mobley_2523689,9,-0.529119,-0.531533,-0.525760,-0.528765,-0.526482
mobley_2523689,10,-0.311611,-0.315742,-0.300770,-0.307126,-0.299084
mobley_2523689,11,-0.486689,-0.488888,-0.483596,-0.487875,-0.484660
mobley_2523689,12,-0.331781,-0.362993,-0.376939,-0.379157,-0.380236
mobley_2523689,13,-2.293230,-2.292842,-2.291633,-2.301485,-2.299354
mobley_2523689,14,-0.058278,-0.057529,-0.056848,-0.057248,-0.057465
mobley_2523689,15,-0.111746,-0.112170,-0.111687,-0.111498,-0.111619
mobley_2523689,16,-0.113641,-0.114129,-0.113760,-0.113425,-0.113605
mobley_2523689,17,-0.127858,-0.128319,-0.128377,-0.127479,-0.127940
mobley_2523689,18,-0.130722,-0.131285,-0.131609,-0.130469,-0.131016
mobley_2523689,19,-0.113593,-0.114075,-0.113677,-0.113364,-0.113531
mobley_2523689,20,-0.124288,-0.124560,-0.124154,-0.123918,-0.124076
mobley_2523689,21,-0.131927,-0.131866,-0.131707,-0.131551,-0.131908
mobley_2523689,22,-0.132773,-0.132663,-0.132529,-0.132331,-0.132728
mobley_252413,0,1.199662,1.210334,1.224572,1.207476,1.218904
mobley_252413,1,1.824328,1.837148,1.860751,1.852706,1.853128
mobley_252413,2,0.430175,0.444142,0.412314,0.423617,0.423497
mobley_252413,3,0.534565,0.510803,0.614721,0.556820,0.627072
mobley_252413,4,0.793649,0.840038,0.789116,0.790357,0.786021
mobley_252413,5,0.793671,0.840067,0.789137,0.790381,0.786047
mobley_252413,6,1.179702,1.242846,1.173424,1.177936,1.184463
mobley_252413,7,-0.154276,-0.153671,-0.155345,-0.153446,-0.153962
mobley_252413,8,-0.162415,-0.161848,-0.163642,-0.161676,-0.162182
mobley_252413,9,-0.154277,-0.153671,-0.155345,-0.153447,-0.153963
mobley_252413,10,-0.373802,-0.371129,-0.378870,-0.373498,-0.374774
mobley_252413,11,-0.373798,-0.371125,-0.378866,-0.373495,-0.374770
mobley_252413,12,-0.647649,-0.644911,-0.656995,-0.650725,-0.650797
mobley_252413,13,-0.647646,-0.644908,-0.656992,-0.650722,-0.650794
mobley_252413,14,-0.271957,-0.270251,-0.272258,-0.270131,-0.268866
mobley_252413,15,-0.265107,-0.264051,-0.265823,-0.264208,-0.262668
mobley_252413,16,-0.259111,-0.257890,-0.259915,-0.258054,-0.256960
mobley_252413,17,-0.271959,-0.270254,-0.272260,-0.270134,-0.268868
mobley_252413,18,-0.259114,-0.257893,-0.259919,-0.258057,-0.256963
mobley_252413,19,-0.265110,-0.264054,-0.265826,-0.264211,-0.262670
mobley_252413,20,-0.298998,-0.297657,-0.301699,-0.298917,-0.298246
mobley_252413,21,-0.296358,-0.295205,-0.298965,-0.296284,-0.295560
mobley_252413,22,-0.298997,-0.297656,-0.301698,-0.298917,-0.298246
mobley_2577969,0,-0.204596,-0.201684,-0.202046,-0.204293,-0.199572
mobley_2577969,1,0.064655,0.075085,0.062564,0.064793,0.061870
mobley_2577969,2,-0.333562,-0.329614,-0.309499,-0.325287,-0.306719
mobley_2577969,3,0.023292,0.031729,0.025273,0.023062,0.026478
mobley_2577969,4,0.023296,0.031732,0.025277,0.023066,0.026481
mobley_2577969,5,-0.333557,-0.329608,-0.309493,-0.325280,-0.306713
mobley_2577969,6,0.064640,0.075071,0.062550,0.064782,0.061858
mobley_2577969,7,-0.204591,-0.201679,-0.202042,-0.204289,-0.199567
mobley_2577969,8,0.064643,0.075076,0.062552,0.064785,0.061861
mobley_2577969,9,-0.333573,-0.329625,-0.309509,-0.325297,-0.306731
mobley_2577969,10,-0.819609,-0.827583,-0.830348,-0.828692,-0.828958
mobley_2577969,11,-0.819610,-0.827583,-0.830350,-0.828692,-0.828960
mobley_2577969,12,-0.333565,-0.329615,-0.309499,-0.325288,-0.306719
mobley_2577969,13,0.064633,0.075065,0.062543,0.064774,0.061849
mobley_2577969,14,0.023308,0.031746,0.025290,0.023079,0.026495
mobley_2577969,15,0.023304,0.031742,0.025286,0.023074,0.026491
mobley_2577969,16,-0.116534,-0.117078,-0.116803,-0.116306,-0.116562
mobley_2577969,17,-0.123981,-0.124696,-0.124786,-0.123776,-0.124240
mobley_2577969,18,-0.128159,-0.128959,-0.129160,-0.127946,-0.128487
mobley_2577969,19,-0.128159,-0.128959,-0.129160,-0.127946,-0.128487
mobley_2577969,20,-0.123981,-0.124696,-0.124786,-0.123776,-0.124240
mobley_2577969,21,-0.116534,-0.117078,-0.116803,-0.116306,-0.116562
mobley_2577969,22,-0.123981,-0.124696,-0.124786,-0.123776,-0.124241
mobley_2577969,23,-0.123981,-0.124695,-0.124785,-0.123776,-0.124240
mobley_2577969,24,-0.128160,-0.128959,-0.129161,-0.127947,-0.128488
mobley_2577969,25,-0.128159,-0.128959,-0.129160,-0.127946,-0.128488
mobley_2607611,0,1.056920,1.069443,1.078741,1.063838,1.073691
mobley_2607611,1,0.858333,0.868172,0.878376,0.879433,0.886120
mobley_2607611,2,0.962452,0.974212,0.975117,0.969727,0.987271
mobley_2607611,3,0.556280,0.565908,0.570907,0.573922,0.581869
mobley_2607611,4,0.112064,0.114658,0.119611,0.122276,0.119241
mobley_2607611,5,0.709926,0.733479,0.706555,0.705676,0.693742
mobley_2607611,6,-2.003736,-1.997927,-2.010205,-2.003559,-2.009672
mobley_2607611,7,2.180039,2.185615,2.232036,2.178540,2.224440
mobley_2607611,8,-1.836688,-1.837094,-1.836126,-1.836359,-1.836219
mobley_2607611,9,-0.020344,-0.031442,-0.010230,-0.028975,-0.015088
mobley_2607611,10,-0.148242,-0.147731,-0.149236,-0.147498,-0.147972
mobley_2607611,11,-0.148332,-0.147820,-0.149321,-0.147582,-0.148054
mobley_2607611,12,-0.154671,-0.154172,-0.155758,-0.153958,-0.154431
mobley_2607611,13,-0.386198,-0.383904,-0.396320,-0.389282,-0.392906
mobley_2607611,14,-0.386789,-0.384483,-0.397010,-0.389936,-0.393590
mobley_2607611,15,-0.439446,-0.436952,-0.446834,-0.440952,-0.442396
mobley_2607611,16,-0.424484,-0.421548,-0.431811,-0.425454,-0.427654
mobley_2607611,17,-0.472034,-0.469131,-0.482811,-0.475043,-0.478391
mobley_2607611,18,-0.473193,-0.470545,-0.483673,-0.476237,-0.479262
mobley_2607611,19,-0.457623,-0.454578,-0.469032,-0.461469,-0.464782
mobley_2607611,20,-0.430538,-0.427379,-0.441271,-0.433805,-0.437228
mobley_2607611,21,-0.267122,-0.264383,-0.269964,-0.266740,-0.267552
mobley_2607611,22,-0.271621,-0.269012,-0.274449,-0.271470,-0.271888
mobley_2607611,23,-0.120121,-0.119984,-0.120207,-0.119504,-0.119787
mobley_2607611,24,-0.120127,-0.119990,-0.120213,-0.119510,-0.119794
mobley_2607611,25,-0.113189,-0.113248,-0.113122,-0.112709,-0.112821
mobley_2609604,0,2.119931,2.132876,2.153701,2.135127,2.132036
mobley_2609604,1,0.422546,0.434559,0.418973,0.420836,0.429470
mobley_2609604,2,0.258651,0.228621,0.333651,0.267373,0.348740
mobley_2609604,3,0.888469,0.932954,0.872287,0.878174,0.863660
mobley_2609604,4,0.888468,0.932955,0.872286,0.878169,0.863659
mobley_2609604,5,0.422546,0.434558,0.418974,0.420835,0.429471
mobley_2609604,6,2.119933,2.132878,2.153706,2.135129,2.132038
mobley_2609604,7,-0.194128,-0.192303,-0.193344,-0.191019,-0.190831
mobley_2609604,8,-0.165733,-0.164759,-0.165275,-0.163717,-0.163491
mobley_2609604,9,-0.167093,-0.166091,-0.166789,-0.165155,-0.165009
mobley_2609604,10,-0.554645,-0.551846,-0.562084,-0.556778,-0.556468
mobley_2609604,11,-0.583861,-0.580305,-0.590886,-0.585112,-0.584724
mobley_2609604,12,-0.314655,-0.313301,-0.316186,-0.313811,-0.312232
mobley_2609604,13,-0.322528,-0.320411,-0.323729,-0.320835,-0.319571
mobley_2609604,14,-0.308429,-0.306706,-0.310132,-0.307420,-0.306372
mobley_2609604,15,-0.308429,-0.306707,-0.310132,-0.307421,-0.306372
mobley_2609604,16,-0.322529,-0.320412,-0.323730,-0.320835,-0.319572
mobley_2609604,17,-0.314655,-0.313302,-0.316187,-0.313811,-0.312233
mobley_2609604,18,-0.583862,-0.580305,-0.590886,-0.585111,-0.584724
mobley_2609604,19,-0.554646,-0.551845,-0.562084,-0.556777,-0.556468
mobley_2609604,20,-0.194128,-0.192303,-0.193343,-0.191018,-0.190830
mobley_2609604,21,-0.167093,-0.166091,-0.166789,-0.165155,-0.165009
mobley_2609604,22,-0.165732,-0.164759,-0.165275,-0.163716,-0.163491
mobley_2613240,0,1.537205,1.554342,1.571133,1.517985,1.533324
mobley_2613240,1,-1.998297,-1.997243,-2.004584,-1.998756,-2.003017
mobley_2613240,2,-0.551502,-0.564357,-0.542389,-0.556332,-0.543778
mobley_2613240,3,-0.401309,-0.402797,-0.399807,-0.403466,-0.399495
mobley_2613240,4,-0.199016,-0.196468,-0.192680,-0.197076,-0.191617
mobley_2613240,5,-0.199012,-0.196463,-0.192675,-0.197072,-0.191612
mobley_2613240,6,-0.401306,-0.402793,-0.399803,-0.403462,-0.399492
mobley_2613240,7,-0.551494,-0.564350,-0.542377,-0.556323,-0.543767
mobley_2613240,8,-1.998298,-1.997245,-2.004586,-1.998758,-2.003019
mobley_2613240,9,1.537347,1.554485,1.571278,1.518117,1.533468
mobley_2613240,10,-0.126922,-0.126530,-0.126866,-0.126139,-0.126337
mobley_2613240,11,-0.128852,-0.128487,-0.129081,-0.128205,-0.128429
mobley_2613240,12,-0.126924,-0.126531,-0.126868,-0.126140,-0.126339
mobley_2613240,13,-0.136447,-0.136960,-0.137743,-0.136344,-0.137112
mobley_2613240,14,-0.116838,-0.117402,-0.117196,-0.116687,-0.116923
mobley_2613240,15,-0.116837,-0.117402,-0.117196,-0.116687,-0.116923
mobley_2613240,16,-0.136447,-0.136961,-0.137744,-0.136345,-0.137113
mobley_2613240,17,-0.126923,-0.126531,-0.126867,-0.126140,-0.126338
mobley_2613240,18,-0.126924,-0.126531,-0.126868,-0.126140,-0.126339
mobley_2613240,19,-0.128853,-0.128488,-0.129082,-0.128206,-0.128430
mobley_2636578,0,0.263664,0.286765,0.302127,0.297713,0.292785
mobley_2636578,1,0.098696,0.105949,0.138301,0.118577,0.128189
mobley_2636578,2,-1.819533,-1.819534,-1.819415,-1.818540,-1.819435
mobley_2636578,3,2.553068,2.519934,2.549656,2.511738,2.534180
mobley_2636578,4,-1.765374,-1.766079,-1.763580,-1.764479,-1.764161
mobley_2636578,5,-1.777887,-1.778490,-1.777032,-1.777565,-1.777548
mobley_2636578,6,0.098692,0.105946,0.138298,0.118573,0.128187
mobley_2636578,7,-1.819533,-1.819534,-1.819415,-1.818541,-1.819435
mobley_2636578,8,2.553058,2.519923,2.549641,2.511729,2.534170
mobley_2636578,9,-1.777887,-1.778490,-1.777032,-1.777565,-1.777548
mobley_2636578,10,-1.765374,-1.766079,-1.763580,-1.764479,-1.764161
mobley_2636578,11,-0.396041,-0.392868,-0.407566,-0.400129,-0.403671
mobley_2636578,12,-0.396040,-0.392867,-0.407566,-0.400129,-0.403670
mobley_2636578,13,-0.273146,-0.270393,-0.279060,-0.274966,-0.276425
mobley_2636578,14,-0.273146,-0.270393,-0.279060,-0.274966,-0.276425
mobley_2636578,15,-0.273145,-0.270393,-0.279060,-0.274965,-0.276425
mobley_2636578,16,-0.273146,-0.270394,-0.279061,-0.274966,-0.276426
mobley_2659552,0,0.294388,0.291889,0.287022,0.279782,0.280632
mobley_2659552,1,-0.204056,-0.204581,-0.184552,-0.194089,-0.179967
mobley_2659552,2,-0.326774,-0.323308,-0.335055,-0.331803,-0.333112
mobley_2659552,3,-0.145900,-0.139612,-0.147209,-0.146682,-0.145283
mobley_2659552,4,-0.388556,-0.392147,-0.372182,-0.383390,-0.371795
mobley_2659552,5,-0.237432,-0.233309,-0.243799,-0.243758,-0.243030
mobley_2659552,6,-0.303768,-0.299907,-0.309277,-0.307786,-0.307708
mobley_2659552,7,-0.480207,-0.481196,-0.473111,-0.477671,-0.473684
mobley_2659552,8,-1.842850,-1.843331,-1.842812,-1.842910,-1.842818
mobley_2659552,9,-2.783808,-2.785874,-2.789149,-2.786144,-2.788483
mobley_2659552,10,0.302737,0.290853,0.292128,0.275115,0.281360
mobley_2659552,11,0.453952,0.446101,0.454606,0.435896,0.446738
mobley_2659552,12,-0.118696,-0.118767,-0.118779,-0.117956,-0.118173
mobley_2659552,13,-0.118653,-0.118722,-0.118733,-0.117910,-0.118127
mobley_2659552,14,-0.120752,-0.120790,-0.120996,-0.120110,-0.120380
mobley_2659552,15,-0.121497,-0.122221,-0.122199,-0.121368,-0.121672
mobley_2659552,16,-0.128944,-0.129586,-0.129563,-0.128604,-0.128981
mobley_2659552,17,-0.138897,-0.139409,-0.139750,-0.138505,-0.139055
mobley_2659552,18,-0.121803,-0.122549,-0.122497,-0.121649,-0.121933
mobley_2659552,19,-0.141106,-0.140603,-0.140929,-0.139647,-0.139748
mobley_2659552,20,-0.156554,-0.156061,-0.156977,-0.155520,-0.156171
mobley_2659552,21,-0.136015,-0.135366,-0.135636,-0.134313,-0.134484
mobley_2659552,22,-0.136973,-0.136391,-0.137268,-0.135829,-0.136201
mobley_2659552,23,-0.139541,-0.138974,-0.139668,-0.138277,-0.138608
mobley_2659552,24,-0.138113,-0.137556,-0.138294,-0.136855,-0.137170
mobley_2661134,0,-0.270305,-0.271874,-0.273397,-0.274137,-0.272232
mobley_2661134,1,-0.180708,-0.177899,-0.178674,-0.181710,-0.178652
mobley_2661134,2,-0.236009,-0.237450,-0.239989,-0.240717,-0.239071
mobley_2661134,3,-0.350576,-0.353248,-0.351721,-0.352726,-0.351035
mobley_2661134,4,-0.396702,-0.398841,-0.388089,-0.394063,-0.390309
mobley_2661134,5,-0.472863,-0.474522,-0.471429,-0.473713,-0.471052
mobley_2661134,6,-1.862040,-1.862420,-1.861698,-1.861797,-1.861908
mobley_2661134,7,-0.676145,-0.674821,-0.674360,-0.677040,-0.676171
mobley_2661134,8,-2.478058,-2.477355,-2.476785,-2.476795,-2.476820
mobley_2661134,9,-0.113941,-0.114411,-0.114049,-0.113739,-0.113913
mobley_2661134,10,-0.113471,-0.113916,-0.113462,-0.113260,-0.113368
mobley_2661134,11,-0.127553,-0.128303,-0.128818,-0.127690,-0.128156
mobley_2661134,12,-0.118681,-0.119202,-0.119020,-0.118530,-0.118782
mobley_2661134,13,-0.162055,-0.162183,-0.162305,-0.161685,-0.162241
mobley_2681549,0,-0.068683,-0.069298,-0.068587,-0.074749,-0.070050
mobley_2681549,1,-0.277350,-0.278399,-0.273884,-0.275605,-0.273814
mobley_2681549,2,-0.068683,-0.069298,-0.068586,-0.074749,-0.070049
mobley_2681549,3,-0.277354,-0.278402,-0.273886,-0.275606,-0.273816
mobley_2681549,4,-0.068684,-0.069298,-0.068588,-0.074751,-0.070051
mobley_2681549,5,-0.277354,-0.278401,-0.273886,-0.275606,-0.273816
mobley_2681549,6,-0.050109,-0.049470,-0.048671,-0.049131,-0.049083
mobley_2681549,7,-0.050109,-0.049470,-0.048671,-0.049131,-0.049083
mobley_2681549,8,-0.050108,-0.049470,-0.048671,-0.049130,-0.049083
mobley_2681549,9,-0.114082,-0.114382,-0.113785,-0.113867,-0.113887
mobley_2681549,10,-0.114082,-0.114382,-0.113785,-0.113867,-0.113887
mobley_2681549,11,-0.114082,-0.114382,-0.113785,-0.113867,-0.113887
mobley_2689721,0,0.667155,0.683792,0.689912,0.682523,0.690305
mobley_2689721,1,0.939588,0.961826,0.970683,0.964612,0.965055
mobley_2689721,2,0.667153,0.683790,0.689909,0.682520,0.690303
mobley_2689721,3,0.667156,0.683792,0.689912,0.682523,0.690306
mobley_2689721,4,0.939589,0.961827,0.970684,0.964613,0.965055
mobley_2689721,5,0.667154,0.683792,0.689910,0.682522,0.690305
mobley_2689721,6,-0.376940,-0.375648,-0.383514,-0.378581,-0.379879
mobley_2689721,7,-0.407077,-0.404625,-0.412552,-0.407464,-0.408503
mobley_2689721,8,-0.413108,-0.410814,-0.420633,-0.414865,-0.416471
mobley_2689721,9,-0.413108,-0.410814,-0.420633,-0.414866,-0.416471
mobley_2689721,10,-0.407078,-0.404626,-0.412552,-0.407465,-0.408503
mobley_2689721,11,-0.376941,-0.375649,-0.383514,-0.378582,-0.379879
mobley_2689721,12,-0.407077,-0.404625,-0.412552,-0.407464,-0.408503
mobley_2689721,13,-0.376940,-0.375649,-0.383514,-0.378582,-0.379879
mobley_2689721,14,-0.413108,-0.410814,-0.420633,-0.414866,-0.416471
mobley_2689721,15,-0.413109,-0.410815,-0.420634,-0.414867,-0.416472
mobley_2689721,16,-0.376941,-0.375650,-0.383515,-0.378582,-0.379880
mobley_2689721,17,-0.407078,-0.404626,-0.412553,-0.407464,-0.408504
mobley_2693089,0,0.650642,0.676334,0.650256,0.638875,0.647768
mobley_2693089,1,0.451664,0.443271,0.493196,0.474118,0.499059
mobley_2693089,2,0.794357,0.823761,0.803331,0.792976,0.804253
mobley_2693089,3,-0.056598,-0.057737,-0.059769,-0.059850,-0.058903
mobley_2693089,4,-0.330295,-0.333708,-0.323495,-0.327977,-0.322735
mobley_2693089,5,0.076727,0.081015,0.086915,0.076293,0.080894
mobley_2693089,6,-2.588936,-2.590318,-2.589663,-2.588787,-2.589654
mobley_2693089,7,-0.256085,-0.257239,-0.252621,-0.258452,-0.253858
mobley_2693089,8,-0.262797,-0.263104,-0.260459,-0.264614,-0.262720
mobley_2693089,9,-2.628333,-2.629882,-2.630604,-2.629600,-2.631005
mobley_2693089,10,-0.182253,-0.181310,-0.182233,-0.180350,-0.180046
mobley_2693089,11,-0.180263,-0.179617,-0.180573,-0.178833,-0.178509
mobley_2693089,12,-0.187309,-0.186456,-0.187805,-0.185824,-0.185749
mobley_2693089,13,-0.749159,-0.746223,-0.772370,-0.760347,-0.766706
mobley_2693089,14,-0.190258,-0.189477,-0.191848,-0.189586,-0.189882
mobley_2693089,15,-0.192547,-0.191693,-0.194079,-0.191834,-0.192103
mobley_2693089,16,-0.192231,-0.191496,-0.193776,-0.191573,-0.191793
mobley_2693089,17,-0.339540,-0.338943,-0.344360,-0.338942,-0.340279
mobley_2693089,18,-0.349061,-0.348314,-0.354286,-0.348669,-0.350044
