id,exp,E_42,E_123,E_7,E_2024,E_999,N
91741,-4.6300,-10.1636,-10.1158,-10.0291,-10.1400,-10.1005,37
91742,-5.7800,-7.4867,-7.3904,-7.1698,-7.4506,-7.3274,40
91743,-9.7600,-15.7951,-15.8070,-15.8834,-15.8961,-15.9111,48
91747,-7.9000,-7.2734,-7.2652,-7.4460,-7.3872,-7.4724,31
91752,-5.8400,-1.6249,-1.6200,-1.5296,-1.6038,-1.5252,38
91754,-4.6800,-3.9881,-3.8169,-3.9971,-4.0437,-3.9188,49
91756,-15.8400,-15.0174,-15.0294,-14.8392,-15.1620,-15.0651,46
91757,-5.7500,-11.4365,-11.4167,-11.4696,-11.5159,-11.4092,41
91760,-11.4300,-12.2508,-12.2437,-12.2929,-12.3005,-12.2437,34
91763,-16.0400,-17.7053,-17.7847,-17.6491,-17.9423,-17.8474,43
91766,-13.1600,-12.5955,-12.5534,-12.4469,-12.5546,-12.5014,44
91771,-5.9900,-11.9845,-11.9364,-12.1053,-12.0719,-12.0097,58
91776,-6.3700,-11.8724,-11.8556,-11.9504,-12.0023,-11.9036,43
92304,-2.4500,-11.1331,-11.1472,-11.0839,-11.1451,-11.1027,34
92383,-11.0100,-12.0481,-12.0531,-12.2621,-12.2481,-12.2761,43
92389,-14.2200,-12.2457,-12.2838,-12.2476,-12.3189,-12.2761,27
92401,-6.9300,-10.3597,-10.2867,-10.2397,-10.3253,-10.2919,39
92420,-16.4300,-14.5830,-14.6109,-14.4478,-14.7681,-14.6623,47
92421,-10.1850,-6.8575,-6.7689,-6.6998,-6.8450,-6.7342,34
92425,-6.2700,-15.4387,-15.3024,-15.2943,-15.3990,-15.2301,41
93031,-3.3900,-5.0244,-5.0584,-5.1333,-5.1693,-5.1912,20
93365,-5.5100,-8.7968,-8.4971,-8.9311,-8.9047,-8.8000,55
93422,-16.7900,-10.6728,-10.6678,-10.4633,-10.6912,-10.5394,23
93460,-11.1200,-8.9558,-8.9556,-8.8670,-8.9470,-8.9007,40
93483,-11.0400,-13.9697,-13.9999,-14.0128,-14.0606,-14.0061,38
93486,-5.4300,-6.5157,-6.3986,-6.4561,-6.6075,-6.4750,45
93488,-11.7200,-11.5246,-11.5377,-11.5686,-11.6387,-11.6050,37
93516,-5.5200,-13.9108,-13.8469,-13.7619,-13.8531,-13.7274,43
93532,-9.1400,-8.0585,-7.8859,-7.9565,-8.0815,-8.1391,48
93539,-10.0900,-16.3717,-16.4025,-16.2614,-16.4492,-16.3590,39
93542,-7.7000,-15.4997,-15.4793,-15.5814,-15.6152,-15.5370,40
94654,-13.5300,-14.6215,-14.5067,-14.6256,-14.6755,-14.6065,41
94686,-5.1500,-12.2758,-12.2637,-12.4421,-12.4766,-12.4499,49
104926,-5.0900,-14.5207,-14.5227,-14.7347,-14.7307,-14.7621,47
137942,-4.7300,-7.4621,-7.4088,-7.4100,-7.4421,-7.4078,23
188653,-6.4900,-13.7535,-13.7369,-14.1606,-14.2029,-13.9798,46
439250,0.0900,-2.2767,-2.1869,-2.2879,-2.2821,-2.2414,26
440917,0.0800,-2.2776,-2.1879,-2.2889,-2.2830,-2.2423,26
443161,0.4800,-1.6197,-1.5028,-1.6547,-1.6726,-1.5746,26
520198,-3.6050,-4.4047,-4.3991,-4.4372,-4.4905,-4.4875,23
571084,-7.7300,-4.3917,-4.4092,-4.4090,-4.5572,-4.5449,43
616765,-11.5600,-6.0015,-5.9469,-6.2709,-6.2677,-6.1948,40
637564,-4.6400,-2.1973,-2.1716,-2.1920,-2.1873,-2.2040,15
639662,1.6500,0.2150,0.2719,0.1878,0.2299,0.2329,21
780355,-8.5500,-13.0892,-13.0839,-13.1805,-13.1475,-13.1889,27
2734819,-10.8400,-5.3294,-5.3255,-5.3072,-5.3268,-5.3091,16
3032472,-8.6700,-18.4259,-18.3995,-18.3223,-18.4298,-18.3663,26
3033865,-6.5700,-10.8420,-10.8922,-10.8765,-10.9778,-10.9079,30
3034378,-7.6500,-9.6874,-9.6618,-9.6534,-9.7151,-9.6187,33
3034380,-8.4100,-0.5415,-0.3913,-0.2397,-0.4527,-0.2648,59
3064581,-7.8600,-8.8154,-8.7765,-8.7001,-8.8054,-8.7653,52
3650359,-4.8700,-7.3617,-7.2747,-7.3151,-7.3189,-7.2829,26
4560140,-8.2800,-7.7648,-7.6499,-7.6953,-7.7637,-7.6712,44
5281875,-5.5300,-3.8843,-3.8678,-3.8592,-3.9596,-3.8444,59
5283324,-3.4500,-2.2048,-2.1314,-2.2139,-2.1656,-2.1474,23
5371562,-12.3900,-13.0852,-13.1341,-13.0802,-13.1406,-13.1292,28
5372405,-7.7900,-11.1629,-11.1724,-11.2483,-11.2904,-11.2926,37
6434488,-3.2700,-6.6642,-6.5611,-6.8548,-6.8742,-6.9166,46
9809914,-18.0100,-17.5335,-17.4798,-17.7025,-17.7508,-17.7120,49
9839306,-5.7000,-10.2116,-10.1282,-10.3585,-10.4045,-10.4052,46
10130703,-4.7200,-7.3616,-7.2496,-7.3223,-7.2997,-7.2569,29
10243180,-4.4800,-7.5117,-7.3770,-7.4913,-7.4371,-7.3967,32
10342051,-5.3400,-14.1714,-14.1326,-14.3849,-14.3133,-14.3583,52
10445500,-4.1200,-7.6505,-7.4673,-7.6542,-7.5432,-7.4962,38
12303035,-3.6300,0.2153,0.2380,0.2352,0.1262,0.2483,24
12309466,-5.9133,-6.6317,-6.6338,-6.5494,-6.6546,-6.5377,25
12767955,-10.1400,-11.1569,-11.0714,-11.1094,-11.2154,-11.2056,41
12963416,-2.1200,-5.6706,-5.6848,-5.6881,-5.7021,-5.7021,16
13399558,-1.5700,-7.4458,-7.4552,-7.4542,-7.4741,-7.4703,16
13453985,-9.2400,-21.7358,-21.7705,-21.6561,-21.8677,-21.8085,43
14088492,-4.2600,-0.5622,-0.5500,-0.5741,-0.6668,-0.6034,24
14152665,-4.0900,-12.5324,-12.4547,-12.4295,-12.7057,-12.4586,57
14486914,-3.2500,-3.0208,-2.9490,-3.0421,-3.0598,-3.0407,26
14517037,-6.8400,-12.8178,-12.8071,-12.9838,-12.9346,-12.9491,53
15415132,-3.8600,-6.4591,-6.4000,-6.4468,-6.4643,-6.4430,26
17087326,-1.8400,-5.4838,-5.4986,-5.4906,-5.5103,-5.5038,16
20056438,-9.7200,-11.3389,-11.4250,-11.2994,-11.5117,-11.3993,45
20143854,-15.9200,-9.7462,-9.7239,-9.7318,-9.7884,-9.7337,35
23273735,-4.0700,-5.5249,-5.4773,-5.4758,-5.5200,-5.5070,23
23273899,-4.4000,-3.8294,-3.8026,-3.8591,-3.9026,-3.8430,24
23273903,-3.9500,-2.9940,-2.9054,-2.9695,-2.9844,-3.0135,26
23274096,-4.5800,-0.5066,-0.4504,-0.5535,-0.5625,-0.5676,27
23274367,-2.8800,-2.2043,-2.0856,-2.2291,-2.1875,-2.1830,32
23369115,-2.3000,-3.5816,-3.4038,-3.6462,-3.5510,-3.5250,38
24693218,-2.4300,-6.4619,-6.4758,-6.4673,-6.4897,-6.4823,16
24983781,-6.5600,-16.5512,-16.5177,-16.4759,-16.5338,-16.4878,26
40490638,-8.0700,-16.3029,-16.2768,-16.5219,-16.4716,-16.4920,56
54678486,-1.6100,-9.9454,-9.9338,-9.9548,-9.9682,-9.9161,39
54680085,-10.4400,-13.3521,-13.2299,-13.5846,-13.4420,-13.4912,58
54698175,-14.4500,-12.6617,-12.5835,-12.8701,-12.7626,-12.7483,65
60015509,-3.4300,-2.2036,-2.1838,-2.2130,-2.2519,-2.2426,23
66874082,-6.8800,-6.2118,-6.1780,-6.2459,-6.2645,-6.2753,28
66954155,-2.0100,-5.6029,-5.6146,-5.6204,-5.6304,-5.6320,16
67517846,-10.2800,-9.2314,-9.1480,-9.2708,-9.2826,-9.2358,38
71353487,-1.8000,-5.4551,-5.4664,-5.4624,-5.4784,-5.4742,16
91086001,-1.7300,-6.3657,-6.3771,-6.3698,-6.3910,-6.3841,16
135424353,-9.5600,-6.1087,-6.1610,-6.0452,-6.1865,-6.0429,34
135424354,-9.4900,-6.0577,-6.0698,-5.9326,-6.0825,-5.9502,34
135503327,-12.5600,-7.2816,-7.2711,-7.3149,-7.3382,-7.1991,51
136149339,-13.3000,-16.1283,-16.1638,-16.0805,-16.1758,-16.1250,30
166713026,-12.1900,-17.0086,-17.0939,-17.0864,-17.1415,-17.1144,50
