mol_id,smiles,in_model_vocab,reason
mobley_8207196,CCNc1nc(nc(n1)Cl)NCC,True,ok
mobley_6082662,c1cc(ccc1N)N(=O)=O,True,ok
mobley_7015518,COC,True,ok
mobley_5026370,c1cnccc1C#N,True,ok
mobley_2183616,CC[C@H](C)c1ccccc1,True,ok
mobley_2068538,CCC,True,ok
mobley_8578590,CS(=O)C,True,ok
mobley_2725215,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],True,ok
mobley_3183805,Cc1ccc(c(c1)C)C,True,ok
mobley_63712,CN1CCCCC1,True,ok
mobley_6843802,c1ccc(cc1)O[C@@H](C(F)F)F,True,ok
mobley_1717215,COC=O,True,ok
mobley_8427539,CCC(=O)N,True,ok
mobley_1278715,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,True,ok
mobley_9671033,CCC[N+](=O)[O-],True,ok
mobley_1728386,c1ccc(cc1)C(=O)N,True,ok
mobley_3546460,CCCCCCO,True,ok
mobley_2802855,CCCCBr,False,excluded_elements
mobley_1650157,CC(C)(C)O,True,ok
mobley_252413,CCCC(C)(C)C,True,ok
mobley_4483973,c1ccc(cc1)F,True,ok
mobley_3982371,CC(=O)OC,True,ok
mobley_1922649,COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],True,ok
mobley_7676709,CC1=CC(=O)[C@@H](CC1)C(C)C,True,ok
mobley_6981465,CC(C)OC(=O)C,True,ok
mobley_8467917,CCCC/C=C/C,True,ok
mobley_1896013,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,True,ok
mobley_5263791,CCc1cccc2c1cccc2,True,ok
mobley_8124669,CCc1cccc(c1N(COC)C(=O)CCl)CC,True,ok
mobley_6688723,COc1c(cc(c(c1O)OC)Cl)Cl,True,ok
mobley_3210206,C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],True,ok
mobley_7364468,CC1=CC(=O)CC(C1)(C)C,True,ok
mobley_8713762,CCCN(CCC)C(=O)SCCC,True,ok
mobley_5561855,c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl,True,ok
mobley_9281946,CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],True,ok
mobley_2354112,CCc1cccc(c1)O,True,ok
mobley_8882696,C1CCOC1,True,ok
mobley_1323538,CCOP(=O)(OCC)OCC,True,ok
mobley_628086,C[C@@H](C(F)(F)F)O,True,ok
mobley_5072416,COc1ccccc1N,True,ok
mobley_1199854,CCCI,False,excluded_elements
mobley_6115639,COP(=O)(OC)OC,True,ok
mobley_2143011,CC(C)C=C,True,ok
mobley_3968043,C1CCC(=O)C1,True,ok
mobley_6929123,COC(=O)CCl,True,ok
mobley_900088,CC(=C)C(=C)C,True,ok
mobley_9029594,CF,True,ok
mobley_4845722,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,True,ok
mobley_7295828,COc1ccccc1,True,ok
mobley_4699732,C[C@@H](CCl)Cl,True,ok
mobley_1977493,CCCCl,True,ok
mobley_4694328,CCCCCCCC=O,True,ok
mobley_5538249,c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,True,ok
mobley_8311321,C(F)(F)Cl,True,ok
mobley_430089,CCCC#C,True,ok
mobley_5003962,c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,True,ok
mobley_1469079,c1ccc2c(c1)Oc3cc(c(cc3O2)Cl)Cl,True,ok
mobley_9821936,c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,True,ok
mobley_9624458,C(CCl)CCl,True,ok
mobley_2784376,C1CC1,True,ok
mobley_7415647,CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-],True,ok
mobley_8983100,CBr,False,excluded_elements
mobley_8052240,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N,True,ok
mobley_7708038,CCCBr,False,excluded_elements
mobley_3105103,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,True,ok
mobley_5890803,CCCOC(=O)CC,True,ok
mobley_337666,c1c(c(=O)[nH]c(=O)[nH]1)F,True,ok
mobley_9114381,COC(=O)CC#N,True,ok
mobley_4252724,CC(C)Cc1ccccc1,True,ok
mobley_9246215,C=CCC=C,True,ok
mobley_1107178,CCI,False,excluded_elements
mobley_4013838,CC(C)C(=O)C(C)C,True,ok
mobley_349850,Cc1ccc(cc1)C(=O)C,True,ok
mobley_5948990,c1ccc(c(c1)N)[N+](=O)[O-],True,ok
mobley_7203421,CCCCCC(=O)N,True,ok
mobley_5631798,N,True,ok
mobley_2294995,CCOC=O,True,ok
mobley_6198745,CC(=O)OCC(COC(=O)C)OC(=O)C,True,ok
mobley_1952272,C[N+](=O)[O-],True,ok
mobley_2146331,C=O,True,ok
mobley_5952846,C(=C(Cl)Cl)(Cl)Cl,True,ok
mobley_8522124,CCCCCCC#C,True,ok
mobley_8746821,Cc1cccnc1C,True,ok
mobley_4620651,COC(=O)C1CC1,True,ok
mobley_3452749,Cc1cccc(c1C)C,True,ok
mobley_1520842,Cc1ccncc1,True,ok
mobley_2371092,Cc1ccncc1C,True,ok
mobley_5347550,COC(C(Cl)Cl)(F)F,True,ok
mobley_3259411,C(C(CO)O)O,True,ok
mobley_7893124,CC(C)(C)c1ccccc1,True,ok
mobley_5857,c1ccc2c(c1)cccn2,True,ok
mobley_8221999,CCCC#N,True,ok
mobley_7009711,Cc1cc(cc(c1)O)C,True,ok
mobley_303222,CC=C,True,ok
mobley_9073553,CSC,True,ok
mobley_1708457,CS(=O)(=O)C,True,ok
mobley_2410897,CCN,True,ok
mobley_5456566,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,True,ok
mobley_2523689,c1ccc(cc1)n2c(=O)c(c(cn2)N)Cl,True,ok
mobley_3323117,C1CC[S+2](C1)([O-])[O-],True,ok
mobley_1827204,CCCCCC=O,True,ok
mobley_7688753,c1cc(cc(c1)O)C=O,True,ok
mobley_3663158,c1ccc2cc(ccc2c1)O,True,ok
mobley_8966374,Cc1cnccn1,True,ok
mobley_852937,c1cc(ccc1O)F,True,ok
mobley_1244778,C1CCCC(CC1)O,True,ok
mobley_2422586,CCCOC,True,ok
mobley_7455579,CC(C)COC=O,True,ok
mobley_1923244,CCCC,True,ok
mobley_2099370,C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,True,ok
mobley_4792268,CCCCC(=O)O,True,ok
mobley_1328465,C(C(Cl)Cl)Cl,True,ok
mobley_6359135,C(Cl)(Cl)(Cl)Cl,True,ok
mobley_1723043,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,True,ok
mobley_1803862,CCC(C)C,True,ok
mobley_3359593,CCCc1ccc(c(c1)OC)O,True,ok
mobley_9705941,Cc1cccs1,True,ok
mobley_590519,CCSSCC,True,ok
mobley_4884177,CCc1cccnc1,True,ok
mobley_9838013,CCC(C)(C)O,True,ok
mobley_2727678,c1c(c(=O)[nH]c(=O)[nH]1)I,False,excluded_elements
mobley_1231151,CC(C)Cl,True,ok
mobley_1449384,Cc1ccc(cc1)C(C)C,True,ok
mobley_7829570,CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],True,ok
mobley_859464,CC(C)COC(=O)C,True,ok
mobley_4043987,CCCCC(C)C,True,ok
mobley_9942801,CCc1ccc(cc1)C,True,ok
mobley_5760563,COS(=O)(=O)OC,True,ok
mobley_8723116,c1cc(ccc1N)Cl,True,ok
mobley_1755375,Cc1cccc(c1O)C,True,ok
mobley_7157427,CCCCCCCCl,True,ok
mobley_1178614,c1ccc(c(c1)O)Cl,True,ok
mobley_2958326,CCCNCCC,True,ok
mobley_2481002,C([N+](=O)[O-])(Cl)(Cl)Cl,True,ok
mobley_8809190,CCCCc1ccccc1,True,ok
mobley_7913234,CCCCOC[C@H](C)O,True,ok
mobley_2792521,CCC/C=C/C=O,True,ok
mobley_3727287,C1=CC(=O)C=CC1=O,True,ok
mobley_664966,C(I)I,False,excluded_elements
mobley_3370989,CC(F)F,True,ok
mobley_1017962,CCCCCC(=O)OC,True,ok
mobley_7988076,c1cc(ccc1C=O)O,True,ok
mobley_3968739,COC(=O)c1ccccc1,True,ok
mobley_7754849,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,True,ok
mobley_2609604,CCC(C)(C)CC,True,ok
mobley_5732611,Cc1c[nH]cn1,True,ok
mobley_4609460,CCOC(=O)c1ccc(cc1)O,True,ok
mobley_8006582,C1CCCC1,True,ok
mobley_2751110,c1cc(ccc1[N+](=O)[O-])O,True,ok
mobley_2198613,CCCl,True,ok
mobley_2864987,CCC[C@@H](C)O,True,ok
mobley_36119,CCCCCCCCO,True,ok
mobley_4291494,c1ccnc(c1)Cl,True,ok
mobley_1328936,COC(=O)c1ccc(cc1)[N+](=O)[O-],True,ok
mobley_2197088,CCCCCCCCCC,True,ok
mobley_468867,C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,True,ok
mobley_7608462,c1ccc(cc1)Cl,True,ok
mobley_2681549,c1c(cc(cc1Cl)Cl)Cl,True,ok
mobley_8127829,CCc1ccccc1,True,ok
mobley_1963873,CC(=O)NC,True,ok
mobley_7735340,c1cnc[nH]1,True,ok
mobley_7769613,CC(C)(C)Br,False,excluded_elements
mobley_8117218,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,True,ok
mobley_5973402,CC(C)CCO,True,ok
mobley_8337722,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,True,ok
mobley_2213823,CCC(C)CC,True,ok
mobley_8514745,CCCCCOC(=O)C,True,ok
mobley_2607611,CCCCCCOC(=O)C,True,ok
