mol_id,dG_pred_kcal,dG_GBn2_kcal,dG_expt_kcal,in_model_vocab,dG_exp_kcal,functional_group,smiles
mobley_3762186,-0.1513230901481583,-4.121206283569336,-1.31,True,-1.31,alkyl chloride,C(Cl)Cl
mobley_3775790,-1.1987814351916313,-15.582151412963867,-2.89,True,-2.89,aromatic,Cn1cccc1
mobley_3777264,-2.3957198203839365,-40.54914093017578,-8.84,True,-8.84,primary amine,c1cc(cc(c1)[N+](=O)[O-])N
mobley_3802803,-1.473661681525409,-19.376972198486328,-1.66,True,-1.66,nitrate,CCCCCCO[N+](=O)[O-]
mobley_3843583,-2.8483190880380573,-21.76189613342285,-7.28,True,-7.28,primary amine,c1ccc2c(c1)cccc2N
mobley_3867265,-1.2299672431834043,-10.31851291656494,-3.8,True,-3.8,ketone,CC(=O)C
mobley_3968043,-1.181136211605743,-10.6973876953125,-4.7,True,-4.7,ketone,C1CCC(=O)C1
mobley_3968739,-2.304219870422036,-36.11841583251953,-3.92,True,-3.92,carboxylic acid ester,COC(=O)c1ccccc1
mobley_3969312,-2.037312658041716,-14.80322265625,-4.02,True,-4.02,aldehyde,c1ccc(cc1)C=O
mobley_397645,-2.3333628086000684,-35.83533477783203,-3.64,True,-3.64,carboxylic acid ester,CCOC(=O)c1ccccc1
mobley_3976574,-2.2135341475456958,-52.80836868286133,-4.15,True,-4.15,diaryl ether,c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2
mobley_3980099,-1.2137032332587987,-4.890650272369385,-1.24,True,-1.24,aryl chloride,c1cc(c(c(c1)Cl)Cl)Cl
mobley_3982371,-0.9396666801311075,-32.55635070800781,-3.13,True,-3.13,carboxylic acid ester,CC(=O)OC
mobley_3999471,-0.7407012973055244,-3.838132619857788,-0.84,True,-0.84,alkyl chloride,CC(Cl)Cl
mobley_4013838,-3.672106082707644,-11.518139839172363,-2.74,True,-2.74,ketone,CC(C)C(=O)C(C)C
mobley_4035953,-2.1847980651892724,-31.66758155822754,-5.9,True,-5.9,phenol or hydroxyhetarene,Cc1ccccc1O
mobley_4043951,-1.309402577884495,-3.644968032836914,1.68,True,1.68,alkene,CCCC=C
mobley_4043987,-2.526049072820693,-2.869640827178955,2.93,True,2.93,,CCCCC(C)C
mobley_4059279,-2.320132778204977,-20.137807846069336,-7.58,True,-7.58,tertiary amine,CN1CCN(CC1)C
mobley_4149784,-2.342603487085551,-46.529422760009766,-3.67,True,-3.67,diaryl ether,c1cc2c(cc1Cl)Oc3ccc(cc3O2)Cl
mobley_4177472,-4.512974321134388,-3.17582106590271,2.56,True,2.56,,CC(C)C(C)C(C)C
mobley_4188615,-3.5776440574228765,-25.72547721862793,-9.29,True,-9.29,tertiary carboxylic acid amide,CN(C)C(=O)c1ccccc1
mobley_4193752,-2.010026343178004,-24.311199188232425,-4.12,True,-4.12,nitro,c1ccc(cc1)[N+](=O)[O-]
mobley_4218209,-2.3098328657075764,-43.22774124145508,-7.48,True,-7.48,alkyl aryl ether,COc1ccc(cc1)N
mobley_4219614,-1.0871277755815536,-5.654289245605469,-1.34,True,-1.34,aryl chloride,c1cc(c(c(c1Cl)Cl)Cl)Cl
mobley_4252724,-3.2810561286881565,-5.781609535217285,0.16,True,0.16,aromatic,CC(C)Cc1ccccc1
mobley_4287564,-1.5981868813820184,-9.922658920288086,-4.63,True,-4.63,aromatic,Cc1ccccn1
mobley_4291494,-1.1800901213735342,-9.68950653076172,-4.39,True,-4.39,aryl chloride,c1ccnc(c1)Cl
mobley_430089,-1.57077325225994,-5.270758628845215,0.01,True,0.01,alkyne,CCCC#C
mobley_4305650,-1.0702588081620634,-5.363134384155273,-3.84,True,-3.84,carbonitrile,CCC#N
mobley_4338603,-1.421044468227774,-43.1132926940918,-15.83,True,-15.83,aryl chloride,c1c(=O)[nH]c(=O)[nH]c1Cl
mobley_4371692,-4.512334485374391,-71.8637466430664,-9.53,True,-9.53,ketone,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N
mobley_4375719,-2.174530625559389,-3.6690542697906494,3.13,True,3.13,,CCCCCCCCC
mobley_4395315,-1.9791326191797851,-31.297138214111328,-6.79,True,-6.79,phenol or hydroxyhetarene,Cc1cc(ccc1Cl)O
mobley_4434915,-0.3592484501507133,-2.233629941940308,-0.55,True,-0.55,alkyl chloride,CCl
mobley_4463913,-2.0472137899808587,-61.08690643310547,-4.97,True,-4.97,carboxylic acid ester,CC(OC(=O)C)OC(=O)C
mobley_4465023,-0.3850788122136146,-3.270235300064087,-1.17,True,-1.17,halogen derivative,C(=C\Cl)\Cl
mobley_4479135,-4.034209825709462,-9.07882595062256,-2.78,True,-2.78,alkene,C=C(c1ccccc1)c2ccccc2
mobley_4483973,-1.481095734603703,-7.893316268920898,-0.8,True,-0.8,aryl fluoride,c1ccc(cc1)F
mobley_4553008,-1.3334345616176726,-3.762838125228882,-1.01,True,-1.01,aryl chloride,c1cc(ccc1Cl)Cl
mobley_4561957,-3.298980120673776,-2.4625236988067627,2.34,True,2.34,,CC(C)C(C)C
mobley_4584540,-1.9070959438495336,-9.495623588562012,-4.59,True,-4.59,aromatic,Cc1cccc(n1)C
mobley_4587267,-3.601023491151631,-101.15767669677734,-23.62,True,-23.62,primary alcohol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
mobley_4603202,-0.5697097005667165,-18.289039611816406,-4.23,True,-4.23,dialkyl ether,C(CCl)OCCCl
mobley_4609460,-2.45753785129264,-63.08131408691406,-9.2,True,-9.2,phenol or hydroxyhetarene,CCOC(=O)c1ccc(cc1)O
mobley_4613090,-2.297442319072783,-24.101993560791016,-7.63,True,-7.63,aromatic,c1ccc(cc1)Cn2ccnc2
mobley_4620651,-1.5467534673288466,-32.960418701171875,-4.1,True,-4.1,carboxylic acid ester,COC(=O)C1CC1
mobley_4630641,-0.6927408478427679,-29.31749153137207,-4.84,True,-4.84,dialkyl ether,COCCOC
mobley_4639255,-0.7603855248875916,-34.197811126708984,-9.3,True,-9.3,primary alcohol,C(CO)O
mobley_4678740,-1.6503967234157026,-43.37689971923828,1.07,True,1.07,halogen derivative,c1cc(cc(c1)C(F)(F)F)C(F)(F)F
mobley_4683624,-2.418072321154177,-32.31461715698242,-5.21,True,-5.21,phenol or hydroxyhetarene,CCCc1ccc(cc1)O
mobley_4687447,-1.0762721303328873,-32.20775604248047,-6.4,True,-6.4,primary alcohol,CCCOCCO
mobley_468867,-3.4854747196733955,-16.784950256347656,-2.55,True,-2.55,alkyl chloride,C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
mobley_4690963,-0.8949272298607975,-29.236652374267575,-3.54,True,-3.54,dialkyl ether,CCOCCOCC
mobley_4694328,-2.135292749121785,-13.56174087524414,-2.29,True,-2.29,aldehyde,CCCCCCCC=O
mobley_4699732,-1.2658665995746852,-4.192957878112793,-1.27,True,-1.27,alkyl chloride,C[C@@H](CCl)Cl
mobley_4715906,-3.683878442160785,-3.023678064346313,1.58,True,1.58,,C[C@@H]1CCCC[C@@H]1C
mobley_4762983,-1.644227565843612,-4.400968074798584,1.66,True,1.66,alkene,CCCCCC=C
mobley_4780078,-2.58213572851941,-31.3992862701416,-6.01,True,-6.01,phenol or hydroxyhetarene,Cc1ccc(c(c1)C)O
mobley_4792268,-1.7295970164090395,-38.49842834472656,-6.16,True,-6.16,carboxylic acid,CCCCC(=O)O
mobley_4845722,-0.934351610518992,-8.700759887695312,-2.33,True,-2.33,aryl chloride,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl
mobley_4850657,-1.134692623047158,-12.267057418823242,-4.87,True,-4.87,sulfonyl halide,CS(=O)(=O)Cl
mobley_486214,-2.3562389987893404,-82.45346069335938,-6.96,True,-6.96,phenol or hydroxyhetarene,COc1cccc(c1O)OC
mobley_4883284,-1.9881679797992111,-20.192176818847656,-5.49,True,-5.49,primary amine,c1ccc(cc1)N
mobley_4884177,-1.9040680637210607,-10.521221160888672,-4.59,True,-4.59,aromatic,CCc1cccnc1
mobley_4893032,-1.501840055268258,-6.117457866668701,-3.52,True,-3.52,carbonitrile,CCCCC#N
mobley_4924862,-2.242452696491033,-35.34794616699219,-2.13,True,-2.13,carboxylic acid ester,CC(C)CCOC=O
mobley_49274,-1.9368661753572525,-6.031856060028076,0.6,True,0.6,alkyne,CCCCCC#C
mobley_4934872,-2.3155003260672093,-51.05272674560547,-5.23,True,-5.23,orthocarboxylic acid derivative,CCOC(OCC)Oc1ccccc1
mobley_4936555,-4.759132058426738,-56.8687744140625,-6.78,True,-6.78,secondary amine,Cc1cccc(c1C)Nc2ccccc2C(=O)O
mobley_4964807,-1.39124279473722,-30.300195693969727,-5.99,True,-5.99,ketone,CC(=O)CO[N+](=O)[O-]
mobley_4983965,-1.7515192946381868,-3.157029867172241,-1.46,True,-1.46,thioether,CCSCC
mobley_5003962,-4.159943737857044,-41.51509094238281,-11.53,True,-11.53,ketone,c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N
mobley_5006685,-3.753075545631349,-15.316476821899414,-4.09,True,-4.09,aldehyde,CC(=C)[C@H]1CCC(=CC1)C=O
mobley_5026370,-1.789635912168771,-13.858136177062988,-6.02,True,-6.02,carbonitrile,c1cnccc1C#N
mobley_5052949,-1.9219662835896016,-3.893487453460693,-1.28,True,-1.28,thioether,CCCSCCC
mobley_5056289,-0.8424117305185647,-15.078776359558104,-3.3,True,-3.3,dialkyl ether,C[C@H]1CCCO1
mobley_5063386,-2.0568302259333437,-55.333377838134766,-4.58,True,-4.58,phenol or hydroxyhetarene,c1ccc(c(c1)[N+](=O)[O-])O
mobley_5072416,-2.291518512055278,-43.87131118774414,-6.12,True,-6.12,alkyl aryl ether,COc1ccccc1N
mobley_5076071,-5.933754367440939,-109.42930603027344,-5.66,True,-5.66,primary amine,CCN(CC)c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-]
mobley_5079234,-1.637942433744669,-19.334243774414062,-4.21,True,-4.21,primary alcohol,CCCCCCCO
mobley_5094777,-1.657609479915351,-4.728121280670166,-1.46,True,-1.46,aromatic,c1ccc2c(c1)CCC2
mobley_5110043,-3.06046811144799,-6.101094722747803,-2.63,True,-2.63,aromatic,Cc1ccc2cc(ccc2c1)C
mobley_511661,-1.0558504765741528,-4.398338794708252,0.56,True,0.56,alkene,C=CC=C
mobley_5123639,-2.853243108727038,-18.486980438232425,-3.73,True,-3.73,secondary alcohol,C[C@H](CC(C)C)O
mobley_5157661,-1.946455464679748,-1.737493872642517,2.3,True,2.3,,CC(C)C
mobley_5200358,-4.230487176723779,-40.760440826416016,-9.84,True,-9.84,thioether,CC(C)(/C=N\OC(=O)NC)SC
mobley_5220185,-1.615609004341066,-16.37385368347168,-5.45,True,-5.45,aromatic,CCc1cnccn1
mobley_525934,-0.4810009567914531,-3.353612184524536,-1.2,True,-1.2,thiol (sulfanyl),CS
mobley_5263791,-3.117414868600666,-6.524318218231201,-2.4,True,-2.4,aromatic,CCc1cccc2c1cccc2
mobley_52782,-0.8710367350503803,-36.63591003417969,-5.73,True,-5.73,nitrate,C(CO[N+](=O)[O-])O[N+](=O)[O-]
mobley_5282042,-5.942982159867883,-18.890382766723636,-7.43,True,-7.43,tertiary amine,CN(C)CCC=C1c2ccccc2CCc3c1cccc3
mobley_5286200,-1.2124241630882024,-4.611579895019531,-2.32,True,-2.32,alkyl chloride,C(CCCl)CCl
mobley_5310099,-1.4725636175237595,-4.023210048675537,1.58,True,1.58,alkene,CCCCC=C
mobley_5311804,-2.0432598317787054,-20.80367851257324,-6.62,True,-6.62,primary alcohol,c1ccc(cc1)CO
mobley_5326154,-2.7601854920089246,-18.3476676940918,-3.45,True,-3.45,tertiary amine,CN(C)c1ccccc1
mobley_5346580,-4.1464666387662295,-11.0525484085083,-3.11,True,-3.11,ketone,CC(=O)C(C)(C)C
mobley_5347550,-0.9172241487652064,-31.7471981048584,-1.12,True,-1.12,alkyl chloride,COC(C(Cl)Cl)(F)F
mobley_5371840,-2.4691731030829254,-46.36342239379883,-3.1,True,-3.1,diaryl ether,c1ccc2c(c1)Oc3ccc(cc3O2)Cl
mobley_5390332,-1.680107507240027,-33.20530319213867,-2.83,True,-2.83,carboxylic acid ester,CCCC(=O)OC
mobley_5393242,-3.813957189619541,-54.729736328125,-6.48,True,-6.48,thiophosphoric acid ester,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C
mobley_5445548,-3.0343637058734894,-5.344624042510986,-0.3,True,-0.3,aromatic,CC(C)c1ccccc1
mobley_5449201,-1.3487569442912937,-2.150707721710205,2.3,True,2.3,,CCCCC
mobley_5456566,-2.1474381170161068,-13.703182220458984,-2.98,True,-2.98,aryl chloride,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl
mobley_5467162,-4.687557047620416,-32.449153900146484,-5.91,True,-5.91,phenol or hydroxyhetarene,CC(C)(C)c1ccc(cc1)O
mobley_5471704,-2.4065332852676518,-33.27468490600586,-2.21,True,-2.21,carboxylic acid ester,CC(C)CCOC(=O)C
mobley_547634,-3.2966286727115515,-6.113976955413818,-2.78,True,-2.78,aromatic,Cc1cc2ccccc2cc1C
mobley_5494918,-0.4308166742995382,-47.135135650634766,2.93,True,2.93,halogen derivative,C(=C(F)F)(C(F)(F)F)F
mobley_5499659,-0.9507051355969162,-20.4132080078125,-8.41,True,-8.41,aromatic,Cn1ccnc1
mobley_550662,-2.423593052260578,-37.05399703979492,-4.42,True,-4.42,orthocarboxylic acid derivative,CC(OC)(OC)OC
mobley_5510474,-2.341920182354748,-52.55991363525391,-3.81,True,-3.81,diaryl ether,c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2
mobley_5518547,-2.242149616394192,-20.09998893737793,-5.57,True,-5.57,primary amine,Cc1ccc(cc1)N
mobley_5520946,-1.648952969416976,-6.01682710647583,-2.55,True,-2.55,thiol (sulfanyl),c1ccc(cc1)S
mobley_5538249,-2.753129086352885,-7.412552833557129,-2.16,True,-2.16,aryl chloride,c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl
mobley_5561855,-2.467041061744094,-7.103357791900635,-1.96,True,-1.96,aryl chloride,c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl
mobley_5571660,-3.042263031572104,-20.03361320495605,-5.21,True,-5.21,primary amine,Cc1cccc(c1N)C
mobley_5600967,-3.901718808092177,-48.81419372558594,-11.01,True,-11.01,alkyl aryl ether,CN(C)C(=O)c1ccc(cc1)OC
mobley_5616693,-4.737713367365301,-12.370728492736816,-2.53,True,-2.53,ketone,C[C@@H]1CC[C@H](C(=O)C1)C(C)C
mobley_5627459,-2.0447161282077437,-11.862312316894531,-2.86,True,-2.86,aldehyde,CC(C)C=O
mobley_5631798,-0.7714494088422508,-12.251495361328123,-4.29,True,-4.29,,N
mobley_5665561,-3.3148413124084475,-6.105854034423828,-2.47,True,-2.47,aromatic,Cc1cc(c2ccccc2c1)C
mobley_5690766,-1.4246980953589083,-5.518054962158203,1.01,True,1.01,alkene,C=CCCC=C
mobley_5692472,-0.8419280737880618,-11.137205123901367,-4.29,True,-4.29,secondary amine,CNC
mobley_5708811,-2.962218959465623,-67.95394897460938,-9.86,True,-9.86,alkyl aryl ether,COc1c(ccc(c1C(=O)O)Cl)Cl
mobley_5732611,-0.9137682796791196,-21.18836212158203,-10.27,True,-10.27,aromatic,Cc1c[nH]cn1
mobley_5747188,-2.7539565431252124,-24.08992576599121,-3.58,True,-3.58,nitro,Cc1ccccc1[N+](=O)[O-]
mobley_5747981,-2.525346181280911,-52.80915451049805,-5.73,True,-5.73,dialkyl ether,COCC(OC)(OC)OC
mobley_5759258,-1.2935906968005002,-18.49469566345215,-4.57,True,-4.57,primary alcohol,CCCCCO
mobley_5760563,-1.3820053807199002,-25.577491760253903,-5.1,True,-5.1,sulfuric acid diester,COS(=O)(=O)OC
mobley_5816127,-0.7681724841557444,-31.904239654541016,-6.619999999999999,True,-6.619999999999999,primary alcohol,COCCO
mobley_5852491,-1.398300231277943,-2.278364896774292,1.59,True,1.59,,CC1CCCC1
mobley_5857,-2.1448849592842163,-11.353721618652344,-5.72,True,-5.72,aromatic,c1ccc2c(c1)cccn2
mobley_5880265,-1.3086562173739076,-32.68256378173828,-6.25,True,-6.25,primary alcohol,CCCCOCCO
mobley_588781,-2.8043095900304618,-6.568279266357422,-0.04,True,-0.04,aromatic,CCCCCCc1ccccc1
mobley_5890803,-1.853614505559206,-32.84861373901367,-2.44,True,-2.44,carboxylic acid ester,CCCOC(=O)CC
mobley_590519,-1.5733006378747525,-2.836007833480835,-1.64,True,-1.64,disulfide,CCSSCC
mobley_5917842,-2.3026792132630947,-55.23062896728516,-5.8,True,-5.8,phenol or hydroxyhetarene,Cc1ccc(c(c1)OC)O
mobley_5935995,-3.8747000078037375,-2.422074317932129,2.51,True,2.51,,CCC(C)(C)C
mobley_5948990,-2.4689296424835923,-41.506927490234375,-7.37,True,-7.37,primary amine,c1ccc(c(c1)N)[N+](=O)[O-]
mobley_5952846,-0.1124828023083973,-5.1412763595581055,0.1,True,0.1,halogen derivative,C(=C(Cl)Cl)(Cl)Cl
mobley_5973402,-2.110977787543088,-18.432058334350582,-4.42,True,-4.42,primary alcohol,CC(C)CCO
mobley_5977084,-1.6552968619428576,-10.202061653137209,-4.77,True,-4.77,aromatic,Cc1cccnc1
mobley_6006813,-1.5091902630589904,-25.613080978393555,-3.09,True,-3.09,nitro,CCCC[N+](=O)[O-]
mobley_6055410,-3.654375209785998,-80.52637481689453,-9.4,True,-9.4,phenol or hydroxyhetarene,c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O
mobley_6060301,-1.6678020085915923,-13.31712532043457,-3.95,True,-3.95,primary amine,CCCCCCN
mobley_6081058,-1.6706015477627516,-14.258467674255373,-3.43,True,-3.43,aldehyde,CCCCC/C=C/C=O
mobley_6082662,-2.3596555224433544,-40.295997619628906,-9.82,True,-9.82,primary amine,c1cc(ccc1N)N(=O)=O
mobley_6091882,-0.6543228683564812,-2.8884551525115967,1.28,True,1.28,alkene,C=C
mobley_6102880,-3.1157963796481494,-26.404184341430664,-2.87,True,-2.87,diaryl ether,c1ccc(cc1)Oc2ccccc2
mobley_6115639,-1.9383320933766663,-40.35245895385742,-8.7,True,-8.7,phosphoric acid ester,COP(=O)(OC)OC
mobley_6175884,-2.287810248035937,-14.707357406616213,-4.27,True,-4.27,aldehyde,Cc1ccc(cc1)C=O
mobley_6190089,-0.640706256205216,-8.785019874572754,-2.37,True,-2.37,alkyl chloride,C(C(Cl)Cl)(Cl)Cl
mobley_6195751,-3.46966816482693,-95.9385757446289,-8.68,True,-8.68,aldehyde,COc1c(c(c(c(c1Cl)C=O)Cl)OC)O
mobley_6198745,-3.638398215338588,-97.74283599853516,-8.84,True,-8.84,carboxylic acid ester,CC(=O)OCC(COC(=O)C)OC(=O)C
mobley_6201330,-2.7717207479849457,-63.42742156982422,-9.37,True,-9.37,phenol or hydroxyhetarene,CCCOC(=O)c1ccc(cc1)O
mobley_6232400,-1.787225875593722,-20.88337135314941,-7.1,True,-7.1,aldehyde,c1cc(cnc1)C=O
mobley_6235784,-1.5432268108278513,-2.82522964477539,0.0,True,0.0,alkyl chloride,CC[C@H](C)Cl
mobley_6239320,-1.3631166524849834,-61.25918197631836,-18.06,True,-18.06,oxo(het)arene,c1(=O)[nH]c(=O)[nH]c(=O)[nH]1
mobley_6248915,-2.032937411632389,-14.080192565917969,-3.65,True,-3.65,primary amine,CCCCCCCCN
mobley_6257907,-1.88878537010774,-19.73690795898437,-5.82,True,-5.82,primary amine,c1cc(cc(c1)Cl)N
mobley_6266306,-0.1851884251525625,-10.92612648010254,-5.56,True,-5.56,secondary amine,C1CNC1
mobley_628086,-1.3904390483126046,-38.51969909667969,-4.16,True,-4.16,secondary alcohol,C[C@@H](C(F)(F)F)O
mobley_628951,-2.55946640252322,-7.027656078338623,-2.28,True,-2.28,aryl chloride,c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl
mobley_6303022,-1.8681511822901664,-10.56903839111328,-4.73,True,-4.73,aromatic,CCc1ccncc1
mobley_6309289,-1.8629029483683408,-11.706859588623049,-5.11,True,-5.11,secondary amine,C1CCNCC1
mobley_632905,-2.840715282615274,-36.69438934326172,-4.4,True,-4.4,ketone,CC(=O)c1ccc(cc1)OC
mobley_6334915,-3.274243355445564,-56.919212341308594,-12.74,True,-12.74,halogen derivative,COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC
mobley_6338073,-5.032835721708834,-44.96540069580078,-6.68,True,-6.68,thioether,CCNc1nc(nc(n1)SC)NC(C)(C)C
mobley_6353617,-2.294894143950194,-19.679407119750977,-8.26,True,-8.26,ketone,CC(=O)c1cccnc1
mobley_6358463,-2.09071729542315,-44.79395294189453,1.07,True,1.07,halogen derivative,c1ccc(c(c1)C(F)(F)F)C(F)(F)F
mobley_6359135,-0.0485107378542888,-7.381512641906738,0.08,True,0.08,halogen derivative,C(Cl)(Cl)(Cl)Cl
mobley_6359156,-2.8011987236849967,-7.03324556350708,-2.46,True,-2.46,aryl chloride,c1ccc(cc1)c2cc(ccc2Cl)Cl
mobley_63712,-2.203173928294331,-11.277287483215332,-3.88,True,-3.88,tertiary amine,CN1CCCCC1
mobley_637522,-3.298656422883272,-7.757176399230957,-3.95,True,-3.95,aromatic,c1ccc2cc3ccccc3cc2c1
mobley_6416775,-1.736947224199772,-3.031716823577881,2.13,True,2.13,,CCCC1CCCC1
mobley_6430250,-2.305110382974148,-5.433573246002197,-0.53,True,-0.53,aromatic,CCCc1ccccc1
mobley_6456034,-3.7789902684241534,-33.448211669921875,-1.69,True,-1.69,carboxylic acid ester,CC(C)COC(=O)C(C)C
mobley_646007,-0.6319434786774218,-11.313358306884766,-5.48,True,-5.48,secondary amine,C1CCNC1
mobley_6474572,-0.5361521275937557,-2.631492376327514,-0.59,True,-0.59,halogen derivative,C=CCl
mobley_6497672,-0.8912807330153882,-12.79660701751709,-4.22,True,-4.22,aldehyde,C/C=C/C=O
mobley_6522117,-3.276347047455609,-53.3119010925293,-7.07,True,-7.07,aryl chloride,CCOP(=O)(OCC)O/C(=C/Cl)/c1ccc(cc1Cl)Cl
mobley_6571751,-2.0823174752108757,-3.517457962036133,0.67,True,0.67,alkene,CC1=CCCCC1
mobley_6619554,-1.9098817378915849,-33.319026947021484,-2.49,True,-2.49,carboxylic acid ester,CCCCC(=O)OCC
mobley_6620221,-4.49492112493515,-68.74803924560547,-9.61,True,-9.61,alkyl aryl ether,CC1(Cc2cccc(c2O1)OC(=O)NC)C
mobley_6632459,-1.2341315877679735,-11.656781196594238,-3.43,True,-3.43,aldehyde,CCC=O
mobley_667278,-2.248940053801984,-9.853031158447266,-4.4,True,-4.4,aryl chloride,c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl
mobley_6688723,-2.773743859175593,-83.18389129638672,-6.44,True,-6.44,phenol or hydroxyhetarene,COc1c(cc(c(c1O)OC)Cl)Cl
mobley_6714389,-0.6467310040146113,-11.657496452331545,-4.55,True,-4.55,primary amine,CN
mobley_6727159,-0.8544551267363132,-35.08919143676758,-8.18,True,-8.18,primary alcohol,C(CO[N+](=O)[O-])O
mobley_6733657,-3.0375608229041102,-18.03206825256348,-3.44,True,-3.44,alkyl chloride,C1[C@H]([C@@H]2[C@H]([C@H]1Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
mobley_6739648,-0.829234017521143,-29.171239852905277,-5.06,True,-5.06,dialkyl ether,C1COCCO1
mobley_6743808,-2.567778769351542,-31.52044677734375,-6.5,True,-6.5,phenol or hydroxyhetarene,Cc1ccc(cc1C)O
mobley_676247,0.6049694359656423,-30.209604263305664,3.12,True,3.12,halogen derivative,C(F)(F)(F)F
mobley_6794076,-2.241686233729124,-19.48194122314453,-7.62,True,-7.62,ketone,CC(=O)c1ccncc1
mobley_6804509,-1.04001308109425,-5.035666942596436,-1.34,True,-1.34,aryl chloride,c1c(c(cc(c1Cl)Cl)Cl)Cl
mobley_6812653,-1.5029322775900364,-2.528101921081543,2.48,True,2.48,,CCCCCC
mobley_6843802,-2.0058579609617597,-50.839805603027344,-1.29,True,-1.29,alkyl fluoride,c1ccc(cc1)O[C@@H](C(F)F)F
mobley_6854178,-1.7355776938982308,-34.01127243041992,-2.02,True,-2.02,carboxylic acid ester,CC(C)OC=O
mobley_6861308,-3.482766929239035,-36.3017578125,-9.13,True,-9.13,urea,CN(C)C(=O)Nc1ccccc1
mobley_6896128,-2.8948887881562118,-3.2594237327575684,2.97,True,2.97,,CCCC[C@@H](C)CC
mobley_6911232,-0.6676157397637144,-15.366836547851562,-2.1,True,-2.1,dialkyl ether,CCOC
mobley_6917738,-1.0662701435089113,-26.28757095336914,-6.55,True,-6.55,dialkyl ether,COCCN
mobley_6929123,-0.9702715846039356,-36.00062561035156,-4.0,True,-4.0,alkyl chloride,COC(=O)CCl
mobley_6935906,-4.993939068101347,-35.78999328613281,-2.49,True,-2.49,carboxylic acid ester,CC(=CCC[C@](C)(C=C)OC(=O)C)C
mobley_6973347,-1.000812144691125,-32.28002166748047,-2.94,True,-2.94,carboxylic acid ester,CCOC(=O)C
mobley_6978427,-3.5562490767091512,-34.03619384765625,-3.3,True,-3.3,carboxylic acid ester,COC(=O)C1CCCCC1
mobley_6981465,-1.853108684808016,-31.95303726196289,-2.64,True,-2.64,carboxylic acid ester,CC(C)OC(=O)C
mobley_6988468,-1.8851070017442109,-10.244739532470703,-4.33,True,-4.33,aromatic,CCc1ccccn1
mobley_7009711,-2.477214519053698,-31.498851776123047,-6.27,True,-6.27,phenol or hydroxyhetarene,Cc1cc(cc(c1)O)C
mobley_7010316,-2.23437159145996,-18.162132263183597,-5.46,True,-5.46,secondary alcohol,C1CCC(CC1)O
mobley_7015518,-0.660506673081778,-15.37611484527588,-1.91,True,-1.91,dialkyl ether,COC
mobley_7017274,-3.3133884522616865,-7.779980659484863,-3.88,True,-3.88,aromatic,c1ccc2c(c1)ccc3c2cccc3
mobley_7039935,-2.646469805311412,-33.30589294433594,-7.67,True,-7.67,phenol or hydroxyhetarene,c1ccc2c(c1)cccc2O
mobley_7047032,-2.6794538198187947,-2.4653937816619877,1.09,True,1.09,alkyl chloride,CC(C)(C)Cl
mobley_7066554,-1.6208838694505394,-31.4360466003418,-7.03,True,-7.03,phenol or hydroxyhetarene,c1cc(ccc1O)Cl
mobley_7099614,-0.7701504941415042,-4.2741379737854,-0.57,True,-0.57,alkyl chloride,C=CCCl
mobley_7106722,-2.351045917198062,-2.4925904273986816,2.51,True,2.51,,CCCC(C)C
mobley_7142697,-1.5049509216137231,-12.903519630432127,-4.09,True,-4.09,primary amine,CCCCCN
mobley_7157427,-1.6884155787155033,-4.280776500701904,0.29,True,0.29,alkyl chloride,CCCCCCCCl
mobley_7176248,-5.605467765584589,-91.44084167480467,-3.25,True,-3.25,tertiary amine,CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
mobley_7176290,-2.1578443824499844,-53.592132568359375,-9.62,True,-9.62,phenol or hydroxyhetarene,c1cc(cc(c1)O)[N+](=O)[O-]
mobley_718988,-1.807620554536581,-13.660345077514648,-3.79,True,-3.79,primary amine,CCCCCCCN
mobley_7200804,-1.7512442202419043,-37.59023666381836,-5.29,True,-5.29,phenol or hydroxyhetarene,c1ccc(c(c1)O)F
