mol_id,atom_idx,P_seed42,P_seed123,P_seed999
mobley_2402487,7,-1.712470,-1.713241,-1.711486
mobley_2402487,8,-1.256883,-1.256869,-1.256294
mobley_2402487,9,-0.533943,-0.533179,-0.532907
mobley_2402487,10,-0.760298,-0.758221,-0.759209
mobley_2402487,11,0.387169,0.386151,0.386808
mobley_2402487,12,0.285763,0.285175,0.285419
mobley_2402487,13,0.344270,0.343603,0.343671
mobley_2402487,14,0.137556,0.137251,0.137510
mobley_2402487,15,0.193357,0.192844,0.193344
mobley_2402487,16,0.138997,0.139176,0.138403
mobley_2402487,17,0.134978,0.135204,0.134374
mobley_2402487,18,0.137701,0.137511,0.137556
mobley_2402487,19,0.137359,0.137170,0.137214
mobley_2402487,20,0.394492,0.393472,0.394124
mobley_2402487,21,0.280839,0.280282,0.280478
mobley_2402487,22,0.394375,0.393357,0.394009
mobley_2410897,0,-0.854025,-0.851912,-0.852490
mobley_2410897,1,0.044209,0.044218,0.043031
mobley_2410897,2,-1.402052,-1.403682,-1.403206
mobley_2410897,3,0.282520,0.281675,0.282226
mobley_2410897,4,0.203363,0.202675,0.203279
mobley_2410897,5,0.282518,0.281673,0.282225
mobley_2410897,6,0.305859,0.305052,0.305722
mobley_2410897,7,0.305859,0.305052,0.305721
mobley_2410897,8,-1.221134,-1.218293,-1.221881
mobley_2410897,9,-1.221130,-1.218290,-1.221878
mobley_2422586,0,-0.853834,-0.851600,-0.852261
mobley_2422586,1,-0.313326,-0.312474,-0.313810
mobley_2422586,2,-0.718312,-0.717015,-0.716587
mobley_2422586,3,-0.798791,-0.799051,-0.797256
mobley_2422586,4,-0.979599,-0.977481,-0.977114
mobley_2422586,5,0.281144,0.280455,0.280918
mobley_2422586,6,0.413964,0.412794,0.413641
mobley_2422586,7,0.413957,0.412787,0.413634
mobley_2422586,8,0.275751,0.275099,0.275454
mobley_2422586,9,0.275752,0.275101,0.275455
mobley_2422586,10,0.254836,0.254204,0.254625
mobley_2422586,11,0.254843,0.254211,0.254632
mobley_2422586,12,0.273544,0.272837,0.273385
mobley_2422586,13,0.323239,0.322368,0.323030
mobley_2422586,14,0.323239,0.322368,0.323031
mobley_242480,0,-0.376527,-0.376172,-0.376255
mobley_242480,1,-0.376525,-0.376170,-0.376253
mobley_242480,2,-0.405699,-0.405424,-0.405133
mobley_242480,3,-0.027591,-0.028224,-0.028627
mobley_242480,4,-0.027591,-0.028223,-0.028627
mobley_242480,5,-0.405699,-0.405424,-0.405133
mobley_242480,6,0.243768,0.242926,0.241727
mobley_242480,7,-1.198160,-1.198049,-1.197700
mobley_242480,8,-0.105109,-0.105517,-0.105928
mobley_242480,9,0.206291,0.204613,0.205289
mobley_242480,10,-0.502584,-0.501958,-0.501900
mobley_242480,11,-0.502583,-0.501957,-0.501899
mobley_242480,12,0.206290,0.204612,0.205288
mobley_242480,13,-0.105109,-0.105518,-0.105928
mobley_242480,14,0.243767,0.242925,0.241726
mobley_242480,15,-1.198113,-1.198002,-1.197653
mobley_242480,16,-1.397418,-1.398896,-1.398476
mobley_242480,17,-1.397418,-1.398896,-1.398476
mobley_242480,18,-0.144327,-0.143685,-0.144167
mobley_242480,19,-0.144324,-0.143682,-0.144164
mobley_242480,20,-0.152823,-0.152217,-0.152569
mobley_242480,21,-0.152824,-0.152217,-0.152570
mobley_242480,22,-0.190341,-0.189487,-0.190153
mobley_242480,23,-0.190342,-0.189488,-0.190154
mobley_242480,24,-1.303446,-1.299761,-1.304579
mobley_242480,25,-1.442995,-1.439422,-1.443640
mobley_242480,26,-1.303442,-1.299757,-1.304575
mobley_242480,27,-1.442996,-1.439425,-1.443642
mobley_2451097,0,-0.397102,-0.396738,-0.396708
mobley_2451097,1,-0.375334,-0.374980,-0.375055
mobley_2451097,2,-0.381904,-0.381375,-0.381673
mobley_2451097,3,-0.060670,-0.061413,-0.061380
mobley_2451097,4,-0.381905,-0.381376,-0.381674
mobley_2451097,5,-0.375334,-0.374980,-0.375055
mobley_2451097,6,0.287938,0.286629,0.286608
mobley_2451097,7,-1.342663,-1.342421,-1.342496
mobley_2451097,8,-0.144477,-0.143843,-0.144323
mobley_2451097,9,-0.145471,-0.144825,-0.145309
mobley_2451097,10,-0.199355,-0.198762,-0.199031
mobley_2451097,11,-0.199352,-0.198760,-0.199029
mobley_2451097,12,-0.145470,-0.144824,-0.145309
mobley_2457863,0,-0.919969,-0.917952,-0.917786
mobley_2457863,1,-1.144374,-1.144744,-1.143353
mobley_2457863,2,-0.242918,-0.243356,-0.242636
mobley_2457863,3,-0.417041,-0.416499,-0.416668
mobley_2457863,4,-0.357745,-0.357441,-0.357522
mobley_2457863,5,-0.403627,-0.403154,-0.403294
mobley_2457863,6,-0.208096,-0.208672,-0.207948
mobley_2457863,7,-0.562039,-0.561040,-0.561149
mobley_2457863,8,-3.210536,-3.210457,-3.212900
mobley_2457863,9,0.175574,0.175170,0.175543
mobley_2457863,10,0.286129,0.285344,0.285997
mobley_2457863,11,0.175575,0.175170,0.175544
mobley_2457863,12,-0.129075,-0.128543,-0.128882
mobley_2457863,13,-0.148260,-0.147603,-0.148096
mobley_2457863,14,-0.160705,-0.159918,-0.160645
mobley_2457863,15,-0.152386,-0.151488,-0.152468
mobley_2457863,16,0.015544,0.017276,0.013757
mobley_2481002,0,2.348898,2.343047,2.334460
mobley_2481002,1,-1.323241,-1.322411,-1.322661
mobley_2481002,2,0.219100,0.219046,0.221414
mobley_2481002,3,1.136724,1.136606,1.137872
mobley_2481002,4,-0.962695,-0.962359,-0.961685
mobley_2481002,5,-0.981680,-0.981427,-0.980759
mobley_2481002,6,-0.980949,-0.980693,-0.980023
mobley_2484519,0,-0.398986,-0.398616,-0.398584
mobley_2484519,1,-0.378829,-0.378471,-0.378523
mobley_2484519,2,-0.430376,-0.429865,-0.429951
mobley_2484519,3,0.111455,0.110288,0.109863
mobley_2484519,4,-0.430483,-0.429972,-0.430058
mobley_2484519,5,-0.378830,-0.378471,-0.378524
mobley_2484519,6,-0.145425,-0.145146,-0.147685
mobley_2484519,7,-1.115255,-1.115056,-1.114931
mobley_2484519,8,-0.146212,-0.145573,-0.146056
mobley_2484519,9,-0.147081,-0.146431,-0.146919
mobley_2484519,10,-0.196468,-0.195734,-0.196161
mobley_2484519,11,-0.196322,-0.195588,-0.196015
mobley_2484519,12,-0.147081,-0.146431,-0.146919
mobley_2484519,13,0.152189,0.151821,0.152029
mobley_2484519,14,0.152184,0.151816,0.152025
mobley_2487143,0,-0.843234,-0.841009,-0.841699
mobley_2487143,1,-0.402316,-0.401301,-0.402363
mobley_2487143,2,-0.447212,-0.446264,-0.446856
mobley_2487143,3,-0.593059,-0.591456,-0.592414
mobley_2487143,4,0.008860,0.008102,0.007927
mobley_2487143,5,-2.543621,-2.544428,-2.543775
mobley_2487143,6,-0.915214,-0.912727,-0.913499
mobley_2487143,7,0.412688,0.411523,0.412367
mobley_2487143,8,0.280145,0.279464,0.279918
mobley_2487143,9,0.412689,0.411524,0.412367
mobley_2487143,10,0.287537,0.286804,0.287276
mobley_2487143,11,0.287537,0.286805,0.287277
mobley_2487143,12,0.278904,0.278310,0.278515
mobley_2487143,13,0.278904,0.278309,0.278515
mobley_2487143,14,0.250438,0.250053,0.249928
mobley_2487143,15,0.250438,0.250053,0.249928
mobley_2487143,16,0.314362,0.313790,0.313828
mobley_2487143,17,0.297380,0.296597,0.297209
mobley_2487143,18,0.314364,0.313792,0.313830
mobley_2489709,0,-0.377789,-0.377443,-0.377529
mobley_2489709,1,-0.377789,-0.377443,-0.377529
mobley_2489709,2,-0.332928,-0.332755,-0.332978
mobley_2489709,3,0.604789,0.602135,0.599730
mobley_2489709,4,0.604788,0.602135,0.599729
mobley_2489709,5,-0.332927,-0.332754,-0.332977
mobley_2489709,6,-1.091603,-1.091327,-1.091272
mobley_2489709,7,-1.091603,-1.091327,-1.091272
mobley_2489709,8,-0.144742,-0.144099,-0.144582
mobley_2489709,9,-0.144742,-0.144099,-0.144582
mobley_2489709,10,-0.309090,-0.307706,-0.308499
mobley_2489709,11,-0.309090,-0.307706,-0.308499
mobley_2492140,0,1.001787,0.998610,0.993208
mobley_2492140,1,1.609621,1.604635,1.597875
mobley_2492140,2,-1.003345,-1.003037,-1.002720
mobley_2492140,3,-0.963424,-0.963024,-0.962620
mobley_2492140,4,-1.003346,-1.003038,-1.002721
mobley_2492140,5,-1.015764,-1.015411,-1.015146
mobley_2492140,6,-1.015764,-1.015411,-1.015146
mobley_2492140,7,-0.405656,-0.403868,-0.404636
mobley_2493732,0,-0.620584,-0.619461,-0.619835
mobley_2493732,1,1.156399,1.152251,1.147777
mobley_2493732,2,-1.072715,-1.072473,-1.072293
mobley_2493732,3,-1.072715,-1.072473,-1.072293
mobley_2493732,4,-0.188646,-0.187581,-0.188149
mobley_2493732,5,-0.188646,-0.187581,-0.188149
mobley_2501588,0,-0.841787,-0.839548,-0.840305
mobley_2501588,1,-0.404802,-0.403841,-0.404966
mobley_2501588,2,0.083526,0.084081,0.082099
mobley_2501588,3,-1.288483,-1.286444,-1.287123
mobley_2501588,4,0.056168,0.056947,0.054644
mobley_2501588,5,0.016566,0.016332,0.014872
mobley_2501588,6,-0.532362,-0.531036,-0.531916
mobley_2501588,7,-0.369805,-0.368583,-0.370225
mobley_2501588,8,-0.093739,-0.095268,-0.092981
mobley_2501588,9,0.216772,0.215906,0.215106
mobley_2501588,10,-0.342761,-0.342761,-0.343627
mobley_2501588,11,-0.043804,-0.044319,-0.044170
mobley_2501588,12,-0.368804,-0.368753,-0.369316
mobley_2501588,13,0.291166,0.290023,0.289209
mobley_2501588,14,-1.333093,-1.332551,-1.332683
mobley_2501588,15,0.203858,0.206637,0.207098
mobley_2501588,16,-0.483156,-0.481715,-0.480432
mobley_2501588,17,-0.010644,-0.011535,-0.012983
mobley_2501588,18,-0.167230,-0.167229,-0.167230
mobley_2501588,19,-0.167283,-0.167285,-0.167279
mobley_2501588,20,-0.167224,-0.167224,-0.167225
mobley_2501588,21,-1.326854,-1.326083,-1.326320
mobley_2501588,22,-0.082170,-0.079706,-0.079264
mobley_2501588,23,-0.802215,-0.801488,-0.799522
mobley_2501588,24,0.401423,0.400331,0.401139
mobley_2501588,25,0.420759,0.419572,0.420465
mobley_2501588,26,0.280160,0.279480,0.279931
mobley_2501588,27,0.020716,0.020591,0.020546
mobley_2501588,28,0.005625,0.005708,0.005561
mobley_2501588,29,0.123598,0.123244,0.123496
mobley_2501588,30,-0.052139,-0.052381,-0.051886
mobley_2501588,31,0.133272,0.132947,0.133452
mobley_2501588,32,0.025923,0.026066,0.025897
mobley_2501588,33,-0.238999,-0.238319,-0.239026
mobley_2501588,34,0.113824,0.113734,0.113677
mobley_2501588,35,0.242616,0.242065,0.242422
mobley_2501588,36,0.117075,0.117002,0.117023
mobley_2501588,37,-0.012464,-0.012471,-0.012496
mobley_2501588,38,-0.220137,-0.218945,-0.219710
mobley_2501588,39,-0.181691,-0.180542,-0.181807
mobley_2517158,0,-0.843132,-0.840908,-0.841597
mobley_2517158,1,-0.396853,-0.395840,-0.396911
mobley_2517158,2,-0.519655,-0.518314,-0.519207
mobley_2517158,3,-0.493202,-0.491883,-0.492891
mobley_2517158,4,-0.466677,-0.465515,-0.466385
mobley_2517158,5,-0.434993,-0.433978,-0.434663
mobley_2517158,6,-0.652021,-0.650570,-0.650879
mobley_2517158,7,0.000000,0.000000,0.000000
mobley_2517158,8,0.280199,0.279518,0.279972
mobley_2517158,9,0.412506,0.411342,0.412184
mobley_2517158,10,0.412435,0.411271,0.412114
mobley_2517158,11,0.287155,0.286417,0.286890
mobley_2517158,12,0.287418,0.286679,0.287154
mobley_2517158,13,0.337482,0.336559,0.337178
mobley_2517158,14,0.340557,0.339619,0.340253
mobley_2517158,15,0.340390,0.339437,0.340109
mobley_2517158,16,0.332826,0.331907,0.332541
mobley_2517158,17,0.257092,0.256445,0.256863
mobley_2517158,18,0.369501,0.368585,0.368883
mobley_2517158,19,0.348491,0.347684,0.347872
mobley_2517158,20,0.227472,0.226938,0.227267
mobley_2517158,21,0.213226,0.212711,0.213096
mobley_2517158,22,0.063156,0.063174,0.063143
mobley_2518989,0,-0.763697,-0.761653,-0.762555
mobley_2518989,1,-0.526094,-0.525375,-0.524906
mobley_2518989,2,-1.362795,-1.355051,-1.361475
mobley_2518989,3,1.353922,1.365501,1.345123
mobley_2518989,4,-0.871197,-0.871072,-0.871338
mobley_2518989,5,-1.286460,-1.278857,-1.284846
mobley_2518989,6,-0.511352,-0.510387,-0.510520
mobley_2518989,7,-0.762079,-0.760052,-0.760942
mobley_2518989,8,-1.050937,-1.050586,-1.051842
mobley_2518989,9,0.440721,0.439452,0.439009
mobley_2518989,10,-0.034391,-0.034668,-0.036468
mobley_2518989,11,-1.058739,-1.058270,-1.058133
mobley_2518989,12,-1.328672,-1.327972,-1.328238
mobley_2518989,13,-0.049024,-0.050034,-0.049017
mobley_2518989,14,-1.455632,-1.455437,-1.456358
mobley_2518989,15,-0.238078,-0.238469,-0.238146
mobley_2518989,16,-0.379771,-0.379494,-0.379297
mobley_2518989,17,-0.366269,-0.365940,-0.366049
mobley_2518989,18,-0.366273,-0.365945,-0.366054
mobley_2518989,19,-0.380035,-0.379758,-0.379559
mobley_2518989,20,-0.238912,-0.239295,-0.238982
mobley_2518989,21,-0.059288,-0.060109,-0.059278
mobley_2518989,22,-1.206186,-1.205077,-1.206928
mobley_2518989,23,0.475696,0.474381,0.475284
mobley_2518989,24,0.393323,0.392300,0.392939
mobley_2518989,25,0.281113,0.280557,0.280739
mobley_2518989,26,0.167615,0.166745,0.167371
mobley_2518989,27,0.172795,0.172113,0.172651
mobley_2518989,28,0.078733,0.078224,0.078500
mobley_2518989,29,0.173893,0.173038,0.173656
mobley_2518989,30,0.521002,0.519492,0.520556
mobley_2518989,31,0.281368,0.280810,0.280995
mobley_2518989,32,0.393055,0.392020,0.392666
mobley_2518989,33,-0.140340,-0.139812,-0.139589
mobley_2518989,34,0.223792,0.222299,0.223372
mobley_2518989,35,-0.079324,-0.079484,-0.079535
mobley_2518989,36,-0.181241,-0.180253,-0.181271
mobley_2518989,37,-0.141319,-0.140694,-0.141156
mobley_2518989,38,-0.141325,-0.140700,-0.141162
mobley_2518989,39,-0.181751,-0.180763,-0.181778
mobley_2523689,0,-0.401464,-0.401099,-0.401073
mobley_2523689,1,-0.385340,-0.384949,-0.385055
mobley_2523689,2,-0.406423,-0.406148,-0.405919
mobley_2523689,3,0.267545,0.265839,0.266291
mobley_2523689,4,-0.366794,-0.366486,-0.366580
mobley_2523689,5,-0.384532,-0.384146,-0.384285
mobley_2523689,6,-1.326073,-1.325307,-1.325510
mobley_2523689,7,0.264295,0.262646,0.262498
mobley_2523689,8,-0.335858,-0.335579,-0.337217
mobley_2523689,9,0.493583,0.491589,0.489011
mobley_2523689,10,0.412671,0.410806,0.410453
mobley_2523689,11,-0.415126,-0.415083,-0.414289
mobley_2523689,12,-1.321864,-1.320969,-1.321200
mobley_2523689,13,-1.387056,-1.388201,-1.387931
mobley_2523689,14,-1.028579,-1.028118,-1.027734
mobley_2523689,15,-0.145635,-0.144997,-0.145481
mobley_2523689,16,-0.152158,-0.151481,-0.151993
mobley_2523689,17,-0.420614,-0.419409,-0.420124
mobley_2523689,18,-0.165194,-0.164480,-0.164933
mobley_2523689,19,-0.150181,-0.149512,-0.150013
mobley_2523689,20,-0.283359,-0.282665,-0.282876
mobley_2523689,21,-1.411318,-1.407719,-1.411820
mobley_2523689,22,-1.424999,-1.421523,-1.425500
mobley_252413,0,-0.829871,-0.827677,-0.828395
mobley_252413,1,-0.382147,-0.381027,-0.382340
mobley_252413,2,-0.785291,-0.783287,-0.783748
mobley_252413,3,0.517076,0.515599,0.513630
mobley_252413,4,-1.057818,-1.055013,-1.055439
mobley_252413,5,-1.057813,-1.055009,-1.055435
mobley_252413,6,-1.031694,-1.028979,-1.029392
mobley_252413,7,0.410406,0.409248,0.410086
mobley_252413,8,0.279543,0.278870,0.279313
mobley_252413,9,0.410408,0.409250,0.410088
mobley_252413,10,0.265408,0.264641,0.265204
mobley_252413,11,0.265418,0.264651,0.265213
mobley_252413,12,0.292684,0.291918,0.292398
mobley_252413,13,0.292687,0.291920,0.292400
mobley_252413,14,0.408522,0.407344,0.408206
mobley_252413,15,0.366564,0.365439,0.366325
mobley_252413,16,0.332589,0.331648,0.332346
mobley_252413,17,0.408523,0.407344,0.408207
mobley_252413,18,0.332584,0.331643,0.332340
mobley_252413,19,0.366559,0.365435,0.366320
mobley_252413,20,0.396420,0.395261,0.396134
mobley_252413,21,0.361126,0.360177,0.360815
mobley_252413,22,0.396418,0.395259,0.396132
mobley_2577969,0,-0.355095,-0.354733,-0.354940
mobley_2577969,1,-0.429718,-0.429193,-0.429263
mobley_2577969,2,-0.061116,-0.061807,-0.061866
mobley_2577969,3,-0.407538,-0.407017,-0.407207
mobley_2577969,4,-0.407537,-0.407016,-0.407207
mobley_2577969,5,-0.061115,-0.061806,-0.061865
mobley_2577969,6,-0.429718,-0.429193,-0.429263
mobley_2577969,7,-0.355098,-0.354736,-0.354943
mobley_2577969,8,-0.429716,-0.429191,-0.429261
mobley_2577969,9,-0.061118,-0.061810,-0.061868
mobley_2577969,10,-0.115890,-0.116454,-0.116407
mobley_2577969,11,-0.115890,-0.116454,-0.116407
mobley_2577969,12,-0.061116,-0.061807,-0.061866
mobley_2577969,13,-0.429712,-0.429187,-0.429257
mobley_2577969,14,-0.407542,-0.407021,-0.407212
mobley_2577969,15,-0.407546,-0.407025,-0.407215
mobley_2577969,16,-0.149000,-0.148330,-0.148832
mobley_2577969,17,-0.167116,-0.166403,-0.166916
mobley_2577969,18,-0.168081,-0.167355,-0.167876
mobley_2577969,19,-0.168082,-0.167356,-0.167877
mobley_2577969,20,-0.167112,-0.166400,-0.166913
mobley_2577969,21,-0.149003,-0.148333,-0.148835
mobley_2577969,22,-0.167113,-0.166401,-0.166914
mobley_2577969,23,-0.167106,-0.166393,-0.166906
mobley_2577969,24,-0.168087,-0.167361,-0.167882
mobley_2577969,25,-0.168084,-0.167358,-0.167879
mobley_2607611,0,-0.841092,-0.838873,-0.839566
mobley_2607611,1,-0.393873,-0.392867,-0.393945
mobley_2607611,2,-0.531055,-0.529665,-0.530586
mobley_2607611,3,-0.522267,-0.520887,-0.521836
mobley_2607611,4,-0.426274,-0.425073,-0.426334
mobley_2607611,5,-0.641759,-0.640653,-0.640307
mobley_2607611,6,-1.302222,-1.302226,-1.301578
mobley_2607611,7,-0.127942,-0.128681,-0.128045
mobley_2607611,8,-1.871555,-1.871593,-1.871713
mobley_2607611,9,-0.821833,-0.819526,-0.820583
mobley_2607611,10,0.410069,0.408915,0.409748
mobley_2607611,11,0.414077,0.412905,0.413755
mobley_2607611,12,0.280404,0.279722,0.280177
mobley_2607611,13,0.275819,0.275133,0.275556
mobley_2607611,14,0.296961,0.296177,0.296701
mobley_2607611,15,0.331180,0.330234,0.330896
mobley_2607611,16,0.306435,0.305596,0.306158
mobley_2607611,17,0.313023,0.312169,0.312753
mobley_2607611,18,0.209605,0.209121,0.209412
mobley_2607611,19,0.187077,0.186689,0.186912
mobley_2607611,20,0.302197,0.301455,0.301884
mobley_2607611,21,0.144639,0.144366,0.144509
mobley_2607611,22,0.176236,0.175842,0.176088
mobley_2607611,23,0.293621,0.293185,0.293056
mobley_2607611,24,0.293452,0.293017,0.292886
mobley_2607611,25,0.315837,0.315170,0.315453
mobley_2609604,0,-0.859140,-0.856718,-0.857610
mobley_2609604,1,-0.634010,-0.632320,-0.633128
mobley_2609604,2,0.356350,0.355301,0.353580
mobley_2609604,3,-1.005642,-1.002904,-1.003492
mobley_2609604,4,-1.005641,-1.002904,-1.003492
mobley_2609604,5,-0.634010,-0.632320,-0.633127
mobley_2609604,6,-0.859140,-0.856719,-0.857610
mobley_2609604,7,0.294319,0.293598,0.294081
mobley_2609604,8,0.401839,0.400592,0.401584
mobley_2609604,9,0.269815,0.268963,0.269684
mobley_2609604,10,0.206934,0.206416,0.206741
mobley_2609604,11,0.254824,0.254195,0.254570
mobley_2609604,12,0.353660,0.352640,0.353398
mobley_2609604,13,0.408944,0.407745,0.408652
mobley_2609604,14,0.333450,0.332501,0.333207
mobley_2609604,15,0.333449,0.332500,0.333206
mobley_2609604,16,0.408943,0.407745,0.408651
mobley_2609604,17,0.353659,0.352640,0.353397
mobley_2609604,18,0.254823,0.254193,0.254569
mobley_2609604,19,0.206936,0.206417,0.206743
mobley_2609604,20,0.294319,0.293598,0.294081
mobley_2609604,21,0.269814,0.268962,0.269683
mobley_2609604,22,0.401839,0.400591,0.401584
mobley_2613240,0,-0.917572,-0.915559,-0.915413
mobley_2613240,1,-1.163149,-1.163656,-1.162029
mobley_2613240,2,-0.275080,-0.275337,-0.274762
mobley_2613240,3,-0.463155,-0.462435,-0.462615
mobley_2613240,4,-0.381807,-0.381443,-0.381484
mobley_2613240,5,-0.381807,-0.381444,-0.381485
mobley_2613240,6,-0.463154,-0.462434,-0.462614
mobley_2613240,7,-0.275080,-0.275337,-0.274761
mobley_2613240,8,-1.163171,-1.163677,-1.162051
mobley_2613240,9,-0.917577,-0.915564,-0.915419
mobley_2613240,10,0.171571,0.171185,0.171544
mobley_2613240,11,0.289948,0.289158,0.289811
mobley_2613240,12,0.171604,0.171218,0.171577
mobley_2613240,13,-0.181232,-0.180249,-0.181278
mobley_2613240,14,-0.149687,-0.149026,-0.149528
mobley_2613240,15,-0.149688,-0.149026,-0.149529
mobley_2613240,16,-0.181233,-0.180249,-0.181278
mobley_2613240,17,0.171579,0.171193,0.171552
mobley_2613240,18,0.171609,0.171223,0.171582
mobley_2613240,19,0.289945,0.289155,0.289808
mobley_2636578,0,-0.317805,-0.316687,-0.318521
mobley_2636578,1,-0.718733,-0.717548,-0.717105
mobley_2636578,2,0.374754,0.376045,0.378602
mobley_2636578,3,-1.353896,-1.354073,-1.353906
mobley_2636578,4,-0.299638,-0.299320,-0.296148
mobley_2636578,5,-0.285030,-0.284581,-0.281577
mobley_2636578,6,-0.718732,-0.717548,-0.717105
mobley_2636578,7,0.374756,0.376047,0.378603
mobley_2636578,8,-1.353896,-1.354073,-1.353906
mobley_2636578,9,-0.285022,-0.284573,-0.281570
mobley_2636578,10,-0.299634,-0.299316,-0.296143
mobley_2636578,11,0.313655,0.312905,0.313412
mobley_2636578,12,0.313654,0.312904,0.313412
mobley_2636578,13,0.123510,0.123241,0.123491
mobley_2636578,14,0.123506,0.123238,0.123488
mobley_2636578,15,0.123511,0.123242,0.123492
mobley_2636578,16,0.123508,0.123239,0.123489
mobley_2659552,0,-0.897555,-0.895217,-0.895838
mobley_2659552,1,0.049058,0.048119,0.047889
mobley_2659552,2,-0.511264,-0.510592,-0.510385
mobley_2659552,3,-0.408626,-0.408315,-0.407986
mobley_2659552,4,-0.047549,-0.048179,-0.048518
mobley_2659552,5,-0.123297,-0.122925,-0.124133
mobley_2659552,6,-0.514216,-0.513578,-0.513334
mobley_2659552,7,-0.172089,-0.172718,-0.171542
mobley_2659552,8,-1.672142,-1.672586,-1.672359
mobley_2659552,9,-1.325464,-1.324665,-1.324928
mobley_2659552,10,-0.500341,-0.498648,-0.499650
mobley_2659552,11,-0.541228,-0.539773,-0.540087
mobley_2659552,12,0.273712,0.273017,0.273551
mobley_2659552,13,0.273521,0.272828,0.273361
mobley_2659552,14,0.312276,0.311352,0.312141
mobley_2659552,15,-0.106123,-0.105605,-0.106003
mobley_2659552,16,-0.142982,-0.142224,-0.142933
mobley_2659552,17,-0.417604,-0.416699,-0.417193
mobley_2659552,18,-0.105972,-0.105459,-0.105860
mobley_2659552,19,0.350237,0.349118,0.350202
mobley_2659552,20,0.373888,0.372777,0.373842
mobley_2659552,21,0.369709,0.368583,0.369633
mobley_2659552,22,0.262898,0.262367,0.262651
mobley_2659552,23,0.366415,0.365378,0.366361
mobley_2659552,24,0.359432,0.358356,0.359342
mobley_2661134,0,-0.355563,-0.355228,-0.355377
mobley_2661134,1,-0.384597,-0.384060,-0.384360
mobley_2661134,2,-0.040909,-0.041684,-0.041711
mobley_2661134,3,-0.385460,-0.384828,-0.385310
mobley_2661134,4,-0.199511,-0.200090,-0.199430
mobley_2661134,5,-0.473936,-0.473319,-0.473305
mobley_2661134,6,-3.227024,-3.226946,-3.229401
mobley_2661134,7,0.292382,0.291062,0.291034
mobley_2661134,8,-1.342738,-1.342499,-1.342573
mobley_2661134,9,-0.146000,-0.145347,-0.145832
mobley_2661134,10,-0.197052,-0.196464,-0.196732
mobley_2661134,11,-0.217733,-0.217002,-0.217492
mobley_2661134,12,-0.119386,-0.118812,-0.119260
mobley_2661134,13,0.016312,0.018049,0.014525
mobley_2681549,0,-0.291982,-0.292022,-0.292345
mobley_2681549,1,0.555290,0.552892,0.550560
mobley_2681549,2,-0.291982,-0.292023,-0.292346
mobley_2681549,3,0.555289,0.552891,0.550559
mobley_2681549,4,-0.291981,-0.292021,-0.292344
mobley_2681549,5,0.555289,0.552890,0.550558
mobley_2681549,6,-1.152171,-1.152002,-1.152075
mobley_2681549,7,-1.152171,-1.152002,-1.152075
mobley_2681549,8,-1.152171,-1.152002,-1.152075
mobley_2681549,9,-0.516359,-0.514087,-0.515225
mobley_2681549,10,-0.516357,-0.514085,-0.515223
mobley_2681549,11,-0.516361,-0.514088,-0.515226
mobley_2689721,0,-0.538755,-0.537493,-0.538170
mobley_2689721,1,-0.392269,-0.391239,-0.392382
mobley_2689721,2,-0.538756,-0.537494,-0.538171
mobley_2689721,3,-0.538756,-0.537494,-0.538171
mobley_2689721,4,-0.392269,-0.391239,-0.392382
mobley_2689721,5,-0.538755,-0.537493,-0.538170
mobley_2689721,6,0.214978,0.214279,0.214902
mobley_2689721,7,0.090305,0.090176,0.090229
mobley_2689721,8,0.203280,0.202669,0.203184
mobley_2689721,9,0.203280,0.202669,0.203185
mobley_2689721,10,0.090304,0.090175,0.090228
mobley_2689721,11,0.214977,0.214277,0.214901
mobley_2689721,12,0.090304,0.090175,0.090228
mobley_2689721,13,0.214978,0.214279,0.214902
mobley_2689721,14,0.203279,0.202667,0.203183
mobley_2689721,15,0.203282,0.202670,0.203186
mobley_2689721,16,0.214977,0.214277,0.214901
mobley_2689721,17,0.090304,0.090176,0.090228
mobley_2693089,0,-0.889826,-0.887421,-0.888199
mobley_2693089,1,0.420695,0.420107,0.417289
mobley_2693089,2,-0.945946,-0.943478,-0.944018
mobley_2693089,3,-0.744304,-0.742512,-0.743060
mobley_2693089,4,0.000085,-0.000937,-0.000410
mobley_2693089,5,-0.498239,-0.497971,-0.496883
mobley_2693089,6,-1.327505,-1.326766,-1.326997
mobley_2693089,7,-0.377570,-0.377582,-0.376756
mobley_2693089,8,-0.335680,-0.335754,-0.335046
mobley_2693089,9,-1.335793,-1.335317,-1.335465
mobley_2693089,10,0.347139,0.346209,0.346874
mobley_2693089,11,0.402900,0.401726,0.402624
mobley_2693089,12,0.214204,0.213383,0.214281
mobley_2693089,13,-0.185239,-0.184674,-0.185236
mobley_2693089,14,0.496107,0.494586,0.495761
mobley_2693089,15,0.308952,0.308170,0.308720
mobley_2693089,16,0.323635,0.322810,0.323364
mobley_2693089,17,0.128110,0.127546,0.128162
mobley_2693089,18,0.089437,0.089308,0.089410
mobley_2693089,19,-0.178550,-0.178169,-0.178139
mobley_2693089,20,-0.203205,-0.202762,-0.202742
mobley_2693089,21,-0.202659,-0.202216,-0.202190
mobley_2725215,0,-0.839585,-0.837362,-0.838119
mobley_2725215,1,-0.315049,-0.314265,-0.315642
mobley_2725215,2,0.156962,0.157603,0.155004
mobley_2725215,3,-1.292890,-1.290992,-1.291624
mobley_2725215,4,0.080987,0.081578,0.079558
